t_s,cmd_hz,meas_hz,meas_a
5.2357,918.554,893.80,6.60
5.2533,928.647,893.80,6.60
5.3357,940.655,893.80,6.70
5.3531,954.386,893.80,6.70
5.4034,969.626,893.80,6.70
5.4550,986.133,893.80,6.70
5.5374,1003.647,908.60,7.90
5.5538,1021.893,908.60,7.90
5.6357,1040.581,908.60,7.90
5.6542,1059.419,908.60,7.90
5.7357,1078.107,908.60,7.90
5.7542,1096.353,908.60,7.90
5.8017,1113.867,947.00,9.20
5.8547,1130.374,947.00,9.20
5.9357,1145.614,947.00,9.20
5.9544,1159.345,947.00,9.20
6.0373,1171.353,1029.60,11.30
6.0538,1181.446,1029.60,11.30
6.1023,1189.466,1029.60,11.30
6.1557,1195.287,1029.60,11.30
6.2357,1198.817,1029.60,11.30
6.2517,1200.000,1029.60,11.30
6.3355,1198.817,1094.40,11.80
6.3543,1195.287,1094.40,11.80
6.4357,1189.466,1094.40,11.80
6.4531,1181.446,1094.40,11.80
6.5376,1171.353,1162.30,10.60
6.5523,1159.345,1162.30,10.60
6.6357,1145.614,1162.30,10.60
6.6535,1130.374,1162.30,10.60
6.7357,1113.867,1162.30,10.60
6.7542,1096.353,1162.30,10.60
6.8012,1078.107,1171.20,9.50
6.8536,1059.419,1171.20,9.50
6.9014,1040.581,1171.20,9.50
6.9558,1021.893,1171.20,9.50
7.0377,1003.647,1126.90,8.00
7.0537,986.133,1126.90,8.00
7.1357,969.626,1126.90,8.00
7.1534,954.386,1126.90,8.00
7.2358,940.655,1126.90,8.00
7.2542,928.647,1126.90,8.00
7.3017,918.554,1067.90,7.40
7.3510,910.534,1067.90,7.40
7.4357,904.713,1067.90,7.40
7.4542,901.183,1067.90,7.40
7.5375,900.000,970.60,7.00
7.5516,900.000,970.60,7.00
7.6357,900.000,970.60,7.00
7.6541,900.000,970.60,7.00
7.7357,900.000,970.60,7.00
7.7543,900.000,970.60,7.00
7.8357,900.000,923.40,7.10
7.8522,900.000,923.40,7.10
7.9357,900.000,923.40,7.10
7.9541,900.000,923.40,7.10
8.0376,900.000,893.80,7.30
8.0538,900.000,893.80,7.30
8.1357,900.000,893.80,7.30
8.1543,900.000,893.80,7.30
8.2357,900.000,893.80,7.30
8.2525,900.000,893.80,7.30
8.3356,900.000,888.00,7.30
8.3542,900.000,888.00,7.30
8.4358,900.000,888.00,7.30
8.4542,900.000,888.00,7.30
8.5373,900.000,888.00,7.20
8.5538,900.000,888.00,7.20
8.6358,900.000,888.00,7.20
8.6542,900.000,888.00,7.20
8.7027,900.000,888.00,7.20
8.7559,900.000,888.00,7.20
8.8030,900.000,888.00,7.10
8.8558,900.000,888.00,7.10
8.9356,900.000,888.00,7.10
8.9542,900.000,888.00,7.10
9.0369,900.000,888.00,7.00
9.0539,900.000,888.00,7.00
9.1358,900.000,888.00,7.00
9.1543,900.000,888.00,7.00
9.2029,900.000,888.00,7.00
9.2557,900.000,888.00,7.00
9.3358,900.000,888.00,7.00
9.3543,900.000,888.00,7.00
9.4358,900.000,888.00,7.00
9.4543,900.000,888.00,7.00
9.5040,900.000,888.00,7.00
9.5559,900.000,888.00,7.00
9.6377,900.000,890.90,6.80
9.6536,900.000,890.90,6.80
9.7358,900.000,890.90,6.80
9.7542,900.000,890.90,6.80
9.8011,900.000,890.90,6.80
9.8547,900.000,890.90,6.80
9.9358,900.000,890.90,6.70
9.9541,900.000,890.90,6.70
10.0359,900.000,890.90,6.70
10.0542,900.000,890.90,6.70
10.1038,900.000,890.90,6.70
10.1559,900.000,890.90,6.70
10.2359,900.000,890.90,6.70
10.2517,900.000,890.90,6.70
10.3016,900.000,890.90,6.70
10.3545,900.000,890.90,6.70
10.4356,900.000,890.90,6.60
10.4542,900.000,890.90,6.60
10.5359,900.000,890.90,6.60
10.5542,900.000,890.90,6.60
10.6372,900.000,890.90,6.60
10.6538,900.000,890.90,6.60
10.7359,900.000,890.90,6.60
10.7540,900.000,890.90,6.60
10.8357,900.000,890.90,6.60
10.8541,900.000,890.90,6.60
10.9355,900.000,890.90,6.60
10.9524,900.000,890.90,6.60
11.0356,900.000,890.90,6.60
11.0541,900.000,890.90,6.60
11.1372,900.000,890.90,6.60
11.1538,900.000,890.90,6.60
11.2357,900.000,890.90,6.60
11.2541,900.000,890.90,6.60
11.3356,900.000,890.90,6.60
11.3547,900.000,890.90,6.60
11.4356,900.000,890.90,6.50
11.4547,900.000,890.90,6.50
11.5357,900.000,890.90,6.50
11.5515,900.000,890.90,6.50
11.6396,900.000,890.90,6.50
11.6513,900.000,890.90,6.50
11.7358,900.000,890.90,6.50
11.7540,900.000,890.90,6.50
11.8019,900.000,890.90,6.50
11.8557,900.000,890.90,6.50
11.9357,900.000,890.90,6.50
11.9541,900.000,890.90,6.50
12.0357,900.000,890.90,6.50
12.0542,900.000,890.90,6.50
12.1024,900.000,890.90,6.60
12.1559,900.000,890.90,6.60
12.2011,900.000,890.90,6.60
12.2557,900.000,890.90,6.60
12.3370,900.000,890.90,6.60
12.3524,900.000,890.90,6.60
12.4025,900.000,890.90,6.60
12.4545,900.000,890.90,6.60
12.5028,900.000,890.90,6.60
12.5516,900.000,890.90,6.60
12.6022,900.000,893.80,6.60
12.6522,900.000,893.80,6.60
12.7358,900.000,893.80,6.60
12.7541,900.000,893.80,6.60
12.8035,900.000,893.80,6.60
12.8530,900.000,893.80,6.60
12.9358,900.000,893.80,6.60
12.9510,900.000,893.80,6.60
13.0356,900.000,893.80,6.60
13.0543,900.000,893.80,6.60
13.1369,900.000,893.80,6.60
13.1540,900.000,893.80,6.60
13.2359,900.000,893.80,6.60
13.2541,900.000,893.80,6.60
13.3361,900.000,893.80,6.60
13.3541,900.000,893.80,6.60
13.4360,900.000,893.80,6.60
13.4541,900.000,893.80,6.60
13.5358,900.000,893.80,6.60
13.5540,900.000,893.80,6.60
13.6379,900.000,893.80,6.60
13.6531,900.000,893.80,6.60
13.7358,900.000,893.80,6.60
13.7542,900.000,893.80,6.60
13.8358,900.000,893.80,6.60
13.8542,900.000,893.80,6.60
13.9357,900.000,893.80,6.60
13.9543,900.000,893.80,6.60
14.0358,900.000,893.80,6.60
14.0549,900.000,893.80,6.60
14.1369,900.000,893.80,6.60
14.1548,900.000,893.80,6.60
14.2019,900.000,893.80,6.60
14.2545,900.000,893.80,6.60
14.3360,900.000,893.80,6.60
14.3516,900.000,893.80,6.60
14.4356,900.000,893.80,6.60
14.4514,900.000,893.80,6.60
14.5359,900.000,893.80,6.60
14.5542,900.000,893.80,6.60
14.6376,900.000,893.80,6.60
14.6533,900.000,893.80,6.60
14.7361,900.000,893.80,6.60
14.7546,900.000,893.80,6.60
14.8360,900.000,893.80,6.60
14.8519,900.000,893.80,6.60
14.9361,900.000,893.80,6.60
14.9541,900.000,893.80,6.60
15.0016,900.000,893.80,6.60
15.0527,900.000,893.80,6.60
15.1376,900.000,893.80,6.70
15.1539,900.000,893.80,6.70
15.2360,900.000,893.80,6.70
15.2542,900.000,893.80,6.70
15.3011,900.000,893.80,6.70
15.3558,900.000,893.80,6.70
15.4360,900.000,893.80,6.70
15.4542,900.000,893.80,6.70
15.5038,900.000,893.80,6.70
15.5567,900.000,893.80,6.70
15.6028,900.000,893.80,6.60
15.6548,900.000,893.80,6.60
15.7362,900.000,893.80,6.60
15.7534,900.000,893.80,6.60
15.8381,900.000,893.80,6.60
15.8537,900.000,893.80,6.60
15.9361,900.000,893.80,6.60
15.9542,900.000,893.80,6.60
16.0037,900.000,893.80,6.60
16.0546,900.000,893.80,6.60
16.1032,900.000,893.80,6.60
16.1557,900.000,893.80,6.60
16.2359,900.000,893.80,6.60
16.2540,900.000,893.80,6.60
16.3338,900.000,893.80,6.60
16.3551,900.000,893.80,6.60
16.4359,900.000,893.80,6.60
16.4574,900.000,893.80,6.60
16.5359,900.000,893.80,6.70
16.5540,900.000,893.80,6.70
16.6361,900.000,893.80,6.70
16.6552,900.000,893.80,6.70
16.7350,900.000,893.80,6.70
16.7516,900.000,893.80,6.70
16.8011,900.000,893.80,6.70
16.8540,900.000,893.80,6.70
16.9374,900.000,893.80,6.60
16.9538,900.000,893.80,6.60
17.0364,900.000,893.80,6.60
17.0549,900.000,893.80,6.60
17.1023,900.000,893.80,6.60
17.1558,900.000,893.80,6.60
17.2355,900.000,893.80,6.70
17.2555,900.000,893.80,6.70
17.3341,900.000,893.80,6.70
17.3525,900.000,893.80,6.70
17.4340,900.000,893.80,6.70
17.4543,900.000,893.80,6.70
