# blade,v1_Ra80
# notes,"PETG, 0.2mm layer, 0.2mm nozzle, Ra 80"
# fan_rpm,500
# wind_mps,10.24
# instrument,"Chroma,63004-150-60,630041501113,2.01"
# protocol,94bed28333f7
# protocol_detail,scaling=v2;step=0.02000;frac=0.0000;dwell=1.00;voff=0.500;range=low;floor=0.00000;operate=80.0;collapse=0.700;confirm=2
# clock,2026-08-26T15:32:09-0400
# clock_unix,1787772729.932
# _clock_note,host wall clock at run start. Every row carries t_unix so a DAQ record can be joined to it — check the two machines agree to better than a dwell before trusting the join.
t_unix,t_local,fan_rpm,wind_mps,blade,demand_a,held_a,volts,amps,watts,tracking,note,fan_rpm_actual,motor_amps
1787772556.426,2026-08-26T15:29:16,1400,29.42,v1_Ra80,0.1563,0.1563,10.5262,0.1563,1.6452,1,,1400,10.50
1787772557.486,2026-08-26T15:29:17,1400,29.42,v1_Ra80,0.1683,0.1683,10.0051,0.1683,1.6839,1,,1400,10.50
1787772558.541,2026-08-26T15:29:18,1400,29.42,v1_Ra80,0.1803,0.1803,9.5191,0.1803,1.7163,1,,1400,10.50
1787772559.596,2026-08-26T15:29:19,1400,29.42,v1_Ra80,0.1923,0.1923,8.9877,0.1923,1.7283,1,,1400,10.50
1787772560.669,2026-08-26T15:29:20,1400,29.42,v1_Ra80,0.2044,0.2044,8.6568,0.2044,1.7694,1,,1400,10.50
1787772561.724,2026-08-26T15:29:21,1400,29.42,v1_Ra80,0.2164,0.2164,8.4985,0.2164,1.8391,1,,1400,10.50
1787772562.778,2026-08-26T15:29:22,1400,29.42,v1_Ra80,0.2284,0.2284,7.8505,0.2284,1.7931,1,,1400,10.50
1787772563.833,2026-08-26T15:29:23,1400,29.42,v1_Ra80,0.2404,0.2404,7.4653,0.2404,1.7947,1,,1400,10.50
1787772564.885,2026-08-26T15:29:24,1400,29.42,v1_Ra80,0.2525,0.2525,7.0885,0.2525,1.7898,1,,1400,10.50
1787772565.939,2026-08-26T15:29:25,1400,29.42,v1_Ra80,0.2645,0.2645,6.6736,0.2645,1.7652,1,,1400,10.50
1787772566.994,2026-08-26T15:29:26,1400,29.42,v1_Ra80,0.2765,0.2765,6.3003,0.2765,1.7420,1,,1400,10.50
1787772568.077,2026-08-26T15:29:28,1400,29.42,v1_Ra80,0.2885,0.2885,5.8879,0.2885,1.6987,1,,1400,10.50
1787772569.132,2026-08-26T15:29:29,1400,29.42,v1_Ra80,0.3005,0.3005,5.6537,0.3005,1.6989,1,,1400,10.50
1787772570.186,2026-08-26T15:29:30,1400,29.42,v1_Ra80,0.3126,0.3126,4.7454,0.3126,1.4834,1,,1400,10.50
1787772571.239,2026-08-26T15:29:31,1400,29.42,v1_Ra80,0.3246,0.3246,4.5754,0.3246,1.4852,1,,1400,10.50
1787772572.289,2026-08-26T15:29:32,1400,29.42,v1_Ra80,0.3366,0.3366,3.9544,0.3366,1.3311,1,,1400,10.50
1787772573.350,2026-08-26T15:29:33,1400,29.42,v1_Ra80,0.3486,0.3486,3.6324,0.3486,1.2663,1,,1400,10.50
1787772581.160,2026-08-26T15:29:41,1500,31.56,v1_Ra80,0.0069,0.0069,19.2016,0.0069,0.1325,1,,1501,10.90
1787772582.212,2026-08-26T15:29:42,1500,31.56,v1_Ra80,0.0138,0.0138,18.8486,0.0138,0.2601,1,,1501,10.90
1787772583.267,2026-08-26T15:29:43,1500,31.56,v1_Ra80,0.0277,0.0277,18.0815,0.0277,0.5009,1,,1501,10.90
1787772584.337,2026-08-26T15:29:44,1500,31.56,v1_Ra80,0.0415,0.0415,17.4495,0.0415,0.7242,1,,1501,10.90
1787772585.387,2026-08-26T15:29:45,1500,31.56,v1_Ra80,0.0553,0.0553,16.7913,0.0553,0.9286,1,,1501,10.90
1787772586.471,2026-08-26T15:29:46,1500,31.56,v1_Ra80,0.0691,0.0691,16.3904,0.0691,1.1326,1,,1501,10.90
1787772587.522,2026-08-26T15:29:47,1500,31.56,v1_Ra80,0.0830,0.0830,15.5017,0.0830,1.2866,1,,1501,10.90
1787772588.576,2026-08-26T15:29:48,1500,31.56,v1_Ra80,0.0968,0.0968,14.7792,0.0968,1.4306,1,,1501,10.90
1787772589.659,2026-08-26T15:29:49,1500,31.56,v1_Ra80,0.1106,0.1106,14.1557,0.1106,1.5656,1,,1501,10.90
1787772590.713,2026-08-26T15:29:50,1500,31.56,v1_Ra80,0.1244,0.1244,13.7830,0.1244,1.7146,1,,1501,10.90
1787772591.768,2026-08-26T15:29:51,1500,31.56,v1_Ra80,0.1383,0.1383,13.2755,0.1383,1.8360,1,,1501,10.90
1787772592.822,2026-08-26T15:29:52,1500,31.56,v1_Ra80,0.1521,0.1521,12.5171,0.1521,1.9039,1,,1501,10.90
1787772593.877,2026-08-26T15:29:53,1500,31.56,v1_Ra80,0.1659,0.1659,11.9840,0.1659,1.9881,1,,1501,10.90
1787772594.949,2026-08-26T15:29:54,1500,31.56,v1_Ra80,0.1797,0.1797,11.4053,0.1797,2.0495,1,,1501,10.90
1787772596.004,2026-08-26T15:29:56,1500,31.56,v1_Ra80,0.1936,0.1936,11.1746,0.1936,2.1634,1,,1501,10.90
1787772597.058,2026-08-26T15:29:57,1500,31.56,v1_Ra80,0.2074,0.2074,10.3938,0.2074,2.1557,1,,1501,10.90
1787772598.113,2026-08-26T15:29:58,1500,31.56,v1_Ra80,0.2212,0.2212,9.9490,0.2212,2.2007,1,,1501,10.90
1787772599.163,2026-08-26T15:29:59,1500,31.56,v1_Ra80,0.2351,0.2351,9.4050,0.2351,2.2111,1,,1501,10.90
1787772600.237,2026-08-26T15:30:00,1500,31.56,v1_Ra80,0.2489,0.2489,9.0675,0.2489,2.2569,1,,1501,10.90
1787772601.292,2026-08-26T15:30:01,1500,31.56,v1_Ra80,0.2627,0.2627,8.5207,0.2627,2.2384,1,,1501,10.90
1787772602.346,2026-08-26T15:30:02,1500,31.56,v1_Ra80,0.2765,0.2765,8.0719,0.2765,2.2319,1,,1501,10.90
1787772603.401,2026-08-26T15:30:03,1500,31.56,v1_Ra80,0.2904,0.2904,7.5998,0.2904,2.2070,1,,1501,10.90
1787772604.452,2026-08-26T15:30:04,1500,31.56,v1_Ra80,0.3042,0.3042,7.0741,0.3042,2.1519,1,,1501,10.90
1787772605.507,2026-08-26T15:30:05,1500,31.56,v1_Ra80,0.3180,0.3180,6.6713,0.3180,2.1215,1,,1501,10.90
1787772606.561,2026-08-26T15:30:06,1500,31.56,v1_Ra80,0.3318,0.3318,6.4216,0.3318,2.1307,1,,1501,10.90
1787772607.615,2026-08-26T15:30:07,1500,31.56,v1_Ra80,0.3457,0.3457,5.7100,0.3457,1.9739,1,,1501,10.90
1787772608.670,2026-08-26T15:30:08,1500,31.56,v1_Ra80,0.3595,0.3595,5.2499,0.3595,1.8873,1,,1501,10.90
1787772609.724,2026-08-26T15:30:09,1500,31.56,v1_Ra80,0.3733,0.3733,4.7951,0.3733,1.7900,1,,1501,10.90
1787772610.810,2026-08-26T15:30:10,1500,31.56,v1_Ra80,0.3872,0.3872,4.4257,0.3872,1.7136,1,,1501,10.90
1787772619.708,2026-08-26T15:30:19,1600,33.69,v1_Ra80,0.0079,0.0079,21.2490,0.0079,0.1679,1,,1600,11.80
1787772620.763,2026-08-26T15:30:20,1600,33.69,v1_Ra80,0.0158,0.0158,20.6846,0.0158,0.3268,1,,1600,11.80
1787772621.816,2026-08-26T15:30:21,1600,33.69,v1_Ra80,0.0315,0.0315,19.8598,0.0315,0.6256,1,,1600,11.80
1787772622.871,2026-08-26T15:30:22,1600,33.69,v1_Ra80,0.0473,0.0473,19.1949,0.0473,0.9079,1,,1600,11.80
1787772623.926,2026-08-26T15:30:23,1600,33.69,v1_Ra80,0.0630,0.0630,18.5748,0.0630,1.1702,1,,1600,11.80
1787772624.980,2026-08-26T15:30:24,1600,33.69,v1_Ra80,0.0788,0.0788,17.8324,0.0788,1.4052,1,,1600,11.80
1787772626.038,2026-08-26T15:30:26,1600,33.69,v1_Ra80,0.0946,0.0946,16.7875,0.0946,1.5881,1,,1600,11.80
1787772627.118,2026-08-26T15:30:27,1600,33.69,v1_Ra80,0.1103,0.1103,16.0539,0.1103,1.7707,1,,1600,11.80
1787772628.173,2026-08-26T15:30:28,1600,33.69,v1_Ra80,0.1261,0.1261,15.9224,0.1261,2.0078,1,,1600,11.80
1787772629.222,2026-08-26T15:30:29,1600,33.69,v1_Ra80,0.1418,0.1418,15.4830,0.1418,2.1955,1,,1600,11.80
1787772630.277,2026-08-26T15:30:30,1600,33.69,v1_Ra80,0.1576,0.1576,14.5333,0.1576,2.2904,1,,1600,11.80
1787772631.329,2026-08-26T15:30:31,1600,33.69,v1_Ra80,0.1733,0.1733,14.0567,0.1733,2.4360,1,,1600,11.80
1787772632.392,2026-08-26T15:30:32,1600,33.69,v1_Ra80,0.1891,0.1891,13.2620,0.1891,2.5078,1,,1600,11.80
1787772633.445,2026-08-26T15:30:33,1600,33.69,v1_Ra80,0.2049,0.2049,12.4453,0.2049,2.5500,1,,1600,11.80
1787772634.496,2026-08-26T15:30:34,1600,33.69,v1_Ra80,0.2206,0.2206,11.9945,0.2206,2.6460,1,,1600,11.80
1787772635.551,2026-08-26T15:30:35,1600,33.69,v1_Ra80,0.2364,0.2364,11.4926,0.2364,2.7169,1,,1600,11.80
1787772636.605,2026-08-26T15:30:36,1600,33.69,v1_Ra80,0.2521,0.2521,10.8968,0.2521,2.7471,1,,1600,11.80
1787772637.660,2026-08-26T15:30:37,1600,33.69,v1_Ra80,0.2679,0.2679,10.2214,0.2679,2.7383,1,,1600,11.80
1787772638.715,2026-08-26T15:30:38,1600,33.69,v1_Ra80,0.2837,0.2837,9.9750,0.2837,2.8299,1,,1600,11.80
1787772639.790,2026-08-26T15:30:39,1600,33.69,v1_Ra80,0.2994,0.2994,9.1291,0.2994,2.7333,1,,1600,11.80
1787772640.844,2026-08-26T15:30:40,1600,33.69,v1_Ra80,0.3152,0.3152,8.5769,0.3152,2.7034,1,,1600,11.80
1787772641.896,2026-08-26T15:30:41,1600,33.69,v1_Ra80,0.3309,0.3309,8.2308,0.3309,2.7236,1,,1600,11.80
1787772642.946,2026-08-26T15:30:42,1600,33.69,v1_Ra80,0.3467,0.3467,7.7352,0.3467,2.6818,1,,1600,11.80
1787772643.998,2026-08-26T15:30:43,1600,33.69,v1_Ra80,0.3624,0.3624,7.0919,0.3624,2.5701,1,,1600,11.80
1787772645.048,2026-08-26T15:30:45,1600,33.69,v1_Ra80,0.3782,0.3782,6.8489,0.3782,2.5903,1,,1600,11.80
1787772646.103,2026-08-26T15:30:46,1600,33.69,v1_Ra80,0.3940,0.3940,6.2398,0.3940,2.4585,1,,1600,11.80
1787772647.178,2026-08-26T15:30:47,1600,33.69,v1_Ra80,0.4097,0.4097,5.5115,0.4097,2.2581,1,,1600,11.80
1787772648.229,2026-08-26T15:30:48,1600,33.69,v1_Ra80,0.4255,0.4255,5.2109,0.4255,2.2172,1,,1600,11.80
1787772656.079,2026-08-26T15:30:56,1700,35.82,v1_Ra80,0.0089,0.0089,23.3268,0.0089,0.2076,1,,1700,12.70
1787772657.134,2026-08-26T15:30:57,1700,35.82,v1_Ra80,0.0178,0.0178,22.6151,0.0178,0.4025,1,,1700,12.70
1787772658.188,2026-08-26T15:30:58,1700,35.82,v1_Ra80,0.0356,0.0356,21.9541,0.0356,0.7816,1,,1700,12.70
1787772659.243,2026-08-26T15:30:59,1700,35.82,v1_Ra80,0.0534,0.0534,21.0515,0.0534,1.1242,1,,1700,12.70
1787772660.308,2026-08-26T15:31:00,1700,35.82,v1_Ra80,0.0713,0.0713,20.1935,0.0713,1.4398,1,,1700,12.70
1787772661.363,2026-08-26T15:31:01,1700,35.82,v1_Ra80,0.0891,0.0891,19.4999,0.0891,1.7374,1,,1700,12.70
1787772662.414,2026-08-26T15:31:02,1700,35.82,v1_Ra80,0.1069,0.1069,18.7554,0.1069,2.0050,1,,1700,12.70
1787772663.469,2026-08-26T15:31:03,1700,35.82,v1_Ra80,0.1247,0.1247,18.2148,0.1247,2.2714,1,,1700,12.70
1787772664.523,2026-08-26T15:31:04,1700,35.82,v1_Ra80,0.1425,0.1425,17.3552,0.1425,2.4731,1,,1700,12.70
1787772665.578,2026-08-26T15:31:05,1700,35.82,v1_Ra80,0.1603,0.1603,16.5841,0.1603,2.6584,1,,1700,12.70
1787772666.629,2026-08-26T15:31:06,1700,35.82,v1_Ra80,0.1782,0.1782,15.8425,0.1782,2.8231,1,,1700,12.70
1787772667.679,2026-08-26T15:31:07,1700,35.82,v1_Ra80,0.1960,0.1960,15.2093,0.1960,2.9810,1,,1700,12.70
1787772668.734,2026-08-26T15:31:08,1700,35.82,v1_Ra80,0.2138,0.2138,14.7486,0.2138,3.1533,1,,1700,12.70
1787772669.797,2026-08-26T15:31:09,1700,35.82,v1_Ra80,0.2316,0.2316,13.8856,0.2316,3.2159,1,,1700,12.70
1787772670.851,2026-08-26T15:31:10,1700,35.82,v1_Ra80,0.2494,0.2494,13.7165,0.2494,3.4209,1,,1700,12.70
1787772671.906,2026-08-26T15:31:11,1700,35.82,v1_Ra80,0.2672,0.2672,13.2074,0.2672,3.5290,1,,1700,12.70
1787772672.976,2026-08-26T15:31:12,1700,35.82,v1_Ra80,0.2851,0.2851,12.1709,0.2851,3.4699,1,,1700,12.70
1787772674.030,2026-08-26T15:31:14,1700,35.82,v1_Ra80,0.3029,0.3029,11.1038,0.3029,3.3633,1,,1700,12.70
1787772675.099,2026-08-26T15:31:15,1700,35.82,v1_Ra80,0.3207,0.3207,10.6312,0.3207,3.4094,1,,1700,12.70
1787772676.154,2026-08-26T15:31:16,1700,35.82,v1_Ra80,0.3385,0.3385,10.0082,0.3385,3.3878,1,,1700,12.70
1787772677.206,2026-08-26T15:31:17,1700,35.82,v1_Ra80,0.3563,0.3563,9.2016,0.3563,3.2785,1,,1700,12.70
1787772678.261,2026-08-26T15:31:18,1700,35.82,v1_Ra80,0.3741,0.3741,8.7773,0.3741,3.2836,1,,1700,12.70
1787772679.314,2026-08-26T15:31:19,1700,35.82,v1_Ra80,0.3920,0.3920,8.2177,0.3920,3.2213,1,,1700,12.70
1787772680.379,2026-08-26T15:31:20,1700,35.82,v1_Ra80,0.4098,0.4098,7.6758,0.4098,3.1455,1,,1700,12.70
1787772681.433,2026-08-26T15:31:21,1700,35.82,v1_Ra80,0.4276,0.4276,7.4785,0.4276,3.1978,1,,1700,12.70
1787772682.488,2026-08-26T15:31:22,1700,35.82,v1_Ra80,0.4454,0.4454,6.4861,0.4454,2.8889,1,,1700,12.70
1787772683.543,2026-08-26T15:31:23,1700,35.82,v1_Ra80,0.4632,0.4632,6.0996,0.4632,2.8253,1,,1700,12.70
1787772684.597,2026-08-26T15:31:24,1700,35.82,v1_Ra80,0.4810,0.4810,5.3103,0.4810,2.5543,1,,1700,12.70
1787772685.649,2026-08-26T15:31:25,1700,35.82,v1_Ra80,0.4988,0.4988,5.0617,0.4988,2.5248,1,,1700,12.70
1787772693.449,2026-08-26T15:31:33,1800,37.95,v1_Ra80,0.0100,0.0100,26.4197,0.0100,0.2642,1,,1800,13.60
1787772694.504,2026-08-26T15:31:34,1800,37.95,v1_Ra80,0.0200,0.0200,25.5271,0.0200,0.5105,1,,1800,13.60
1787772695.559,2026-08-26T15:31:35,1800,37.95,v1_Ra80,0.0400,0.0400,25.0077,0.0400,1.0003,1,,1800,13.60
1787772696.612,2026-08-26T15:31:36,1800,37.95,v1_Ra80,0.0600,0.0600,24.1446,0.0600,1.4487,1,,1800,13.60
1787772697.662,2026-08-26T15:31:37,1800,37.95,v1_Ra80,0.0800,0.0800,22.6559,0.0800,1.8125,1,,1800,13.60
1787772698.717,2026-08-26T15:31:38,1800,37.95,v1_Ra80,0.1000,0.1000,21.8010,0.1000,2.1801,1,,1800,13.60
1787772699.772,2026-08-26T15:31:39,1800,37.95,v1_Ra80,0.1200,0.1200,21.1137,0.1200,2.5336,1,,1800,13.60
1787772700.839,2026-08-26T15:31:40,1800,37.95,v1_Ra80,0.1400,0.1400,20.0614,0.1400,2.8086,1,,1800,13.60
1787772701.893,2026-08-26T15:31:41,1800,37.95,v1_Ra80,0.1600,0.1600,19.5250,0.1600,3.1240,1,,1800,13.60
1787772702.946,2026-08-26T15:31:42,1800,37.95,v1_Ra80,0.1800,0.1800,18.5589,0.1800,3.3406,1,,1800,13.60
1787772703.996,2026-08-26T15:31:43,1800,37.95,v1_Ra80,0.2000,0.2000,17.8316,0.2000,3.5663,1,,1800,13.60
1787772705.045,2026-08-26T15:31:45,1800,37.95,v1_Ra80,0.2200,0.2200,16.9053,0.2200,3.7192,1,,1800,13.60
1787772706.100,2026-08-26T15:31:46,1800,37.95,v1_Ra80,0.2400,0.2400,16.3411,0.2400,3.9219,1,,1800,13.60
1787772707.155,2026-08-26T15:31:47,1800,37.95,v1_Ra80,0.2600,0.2600,15.4880,0.2600,4.0269,1,,1800,13.60
1787772708.210,2026-08-26T15:31:48,1800,37.95,v1_Ra80,0.2800,0.2800,14.8477,0.2800,4.1574,1,,1800,13.60
1787772709.266,2026-08-26T15:31:49,1800,37.95,v1_Ra80,0.3000,0.3000,14.1704,0.3000,4.2511,1,,1800,13.60
1787772710.341,2026-08-26T15:31:50,1800,37.95,v1_Ra80,0.3200,0.3200,13.4534,0.3200,4.3051,1,,1800,13.60
1787772711.396,2026-08-26T15:31:51,1800,37.95,v1_Ra80,0.3400,0.3400,12.5560,0.3400,4.2690,1,,1800,13.60
1787772712.451,2026-08-26T15:31:52,1800,37.95,v1_Ra80,0.3600,0.3600,12.0470,0.3600,4.3369,1,,1800,13.60
1787772713.505,2026-08-26T15:31:53,1800,37.95,v1_Ra80,0.3800,0.3800,11.5967,0.3800,4.4067,1,,1800,13.60
1787772714.560,2026-08-26T15:31:54,1800,37.95,v1_Ra80,0.4000,0.4000,11.2453,0.4000,4.4981,1,,1800,13.60
1787772715.637,2026-08-26T15:31:55,1800,37.95,v1_Ra80,0.4200,0.4200,10.1642,0.4200,4.2690,1,,1800,13.60
1787772716.688,2026-08-26T15:31:56,1800,37.95,v1_Ra80,0.4400,0.4400,9.6338,0.4400,4.2389,1,,1800,13.60
1787772717.745,2026-08-26T15:31:57,1800,37.95,v1_Ra80,0.4600,0.4600,9.1574,0.4600,4.2124,1,,1800,13.60
1787772718.796,2026-08-26T15:31:58,1800,37.95,v1_Ra80,0.4800,0.4800,8.2256,0.4800,3.9483,1,,1800,13.60
1787772719.850,2026-08-26T15:31:59,1800,37.95,v1_Ra80,0.5000,0.5000,7.8286,0.5000,3.9143,1,,1800,13.60
1787772720.918,2026-08-26T15:32:00,1800,37.95,v1_Ra80,0.5200,0.5200,6.9049,0.5200,3.5905,1,,1800,13.60
1787772721.972,2026-08-26T15:32:01,1800,37.95,v1_Ra80,0.5400,0.5400,6.1633,0.5400,3.3282,1,,1800,13.60
