# blade,v2_Ra20
# notes,"PETG, 0.2mm, Ra 20"
# fan_rpm,500
# wind_mps,10.24
# instrument,"Chroma,63004-150-60,630041501113,2.01"
# protocol,94bed28333f7
# protocol_detail,scaling=v2;step=0.02000;frac=0.0000;dwell=1.00;voff=0.500;range=low;floor=0.00000;operate=80.0;collapse=0.700;confirm=2
fan_rpm,wind_mps,blade,demand_a,held_a,volts,amps,watts,tracking,note,fan_rpm_actual,motor_amps
1600,33.69,v2_Ra20,0.2364,0.2364,10.2639,0.2364,2.4264,1,,1581,11.90
1600,33.69,v2_Ra20,0.2521,0.2521,9.9505,0.2521,2.5085,1,,1581,11.90
1600,33.69,v2_Ra20,0.2679,0.2679,9.1692,0.2679,2.4564,1,,1581,11.90
1600,33.69,v2_Ra20,0.2837,0.2837,8.7195,0.2837,2.4737,1,,1581,11.90
1600,33.69,v2_Ra20,0.2994,0.2994,8.4128,0.2994,2.5188,1,,1581,11.90
1600,33.69,v2_Ra20,0.3152,0.3152,7.6227,0.3152,2.4027,1,,1581,11.90
1600,33.69,v2_Ra20,0.3309,0.3309,7.3599,0.3309,2.4354,1,,1581,11.90
1600,33.69,v2_Ra20,0.3467,0.3467,6.5423,0.3467,2.2682,1,,1581,11.90
1600,33.69,v2_Ra20,0.3624,0.3624,6.3097,0.3624,2.2866,1,,1581,11.90
1600,33.69,v2_Ra20,0.3782,0.3782,5.9380,0.3782,2.2458,1,,1581,11.90
1600,33.69,v2_Ra20,0.3940,0.3940,5.1950,0.3940,2.0468,1,,1581,11.90
1600,33.69,v2_Ra20,0.4097,0.4097,5.0326,0.4097,2.0619,1,,1581,11.90
1600,33.69,v2_Ra20,0.4255,0.4255,4.2108,0.4255,1.7917,1,,1581,11.90
1600,33.69,v2_Ra20,0.4412,0.4412,3.6004,0.4412,1.5885,1,,1581,11.90
1700,35.82,v2_Ra20,0.0089,0.0089,21.7075,0.0089,0.1932,1,,1682,12.70
1700,35.82,v2_Ra20,0.0178,0.0178,20.9907,0.0178,0.3736,1,,1682,12.70
1700,35.82,v2_Ra20,0.0356,0.0356,20.3015,0.0356,0.7227,1,,1682,12.70
1700,35.82,v2_Ra20,0.0534,0.0534,19.3243,0.0534,1.0319,1,,1682,12.70
1700,35.82,v2_Ra20,0.0713,0.0713,18.8439,0.0713,1.3436,1,,1682,12.70
1700,35.82,v2_Ra20,0.0891,0.0891,18.4046,0.0891,1.6398,1,,1682,12.70
1700,35.82,v2_Ra20,0.1069,0.1069,17.3399,0.1069,1.8536,1,,1682,12.70
1700,35.82,v2_Ra20,0.1247,0.1247,16.6286,0.1247,2.0736,1,,1682,12.70
1700,35.82,v2_Ra20,0.1425,0.1425,15.7591,0.1425,2.2457,1,,1682,12.70
1700,35.82,v2_Ra20,0.1603,0.1603,14.9957,0.1603,2.4038,1,,1682,12.70
1700,35.82,v2_Ra20,0.1782,0.1782,14.7845,0.1782,2.6346,1,,1682,12.70
1700,35.82,v2_Ra20,0.1960,0.1960,13.6278,0.1960,2.6710,1,,1682,12.70
1700,35.82,v2_Ra20,0.2138,0.2138,13.5567,0.2138,2.8984,1,,1682,12.70
1700,35.82,v2_Ra20,0.2316,0.2316,12.5485,0.2316,2.9062,1,,1682,12.70
1700,35.82,v2_Ra20,0.2494,0.2494,12.1609,0.2494,3.0329,1,,1682,12.70
1700,35.82,v2_Ra20,0.2672,0.2672,11.0208,0.2672,2.9448,1,,1682,12.70
1700,35.82,v2_Ra20,0.2851,0.2851,10.5567,0.2851,3.0097,1,,1682,12.70
1700,35.82,v2_Ra20,0.3029,0.3029,9.8066,0.3029,2.9704,1,,1682,12.70
1700,35.82,v2_Ra20,0.3207,0.3207,9.1303,0.3207,2.9281,1,,1682,12.70
1700,35.82,v2_Ra20,0.3385,0.3385,8.8112,0.3385,2.9826,1,,1682,12.70
1700,35.82,v2_Ra20,0.3563,0.3563,8.1934,0.3563,2.9193,1,,1682,12.70
1700,35.82,v2_Ra20,0.3741,0.3741,7.6981,0.3741,2.8799,1,,1682,12.70
1700,35.82,v2_Ra20,0.3920,0.3920,6.9613,0.3920,2.7288,1,,1682,12.70
1700,35.82,v2_Ra20,0.4098,0.4098,6.4120,0.4098,2.6276,1,,1682,12.70
1700,35.82,v2_Ra20,0.4276,0.4276,5.8580,0.4276,2.5049,1,,1682,12.70
1700,35.82,v2_Ra20,0.4454,0.4454,5.5682,0.4454,2.4801,1,,1682,12.70
1700,35.82,v2_Ra20,0.4632,0.4632,5.2211,0.4632,2.4184,1,,1682,12.70
1700,35.82,v2_Ra20,0.4810,0.4810,4.5615,0.4810,2.1941,1,,1682,12.70
1800,37.95,v2_Ra20,0.0100,0.0100,23.9166,0.0100,0.2392,1,,1779,13.60
1800,37.95,v2_Ra20,0.0200,0.0200,23.2606,0.0200,0.4652,1,,1779,13.60
1800,37.95,v2_Ra20,0.0400,0.0400,22.2759,0.0400,0.8910,1,,1779,13.60
1800,37.95,v2_Ra20,0.0600,0.0600,21.6002,0.0600,1.2960,1,,1779,13.60
1800,37.95,v2_Ra20,0.0800,0.0800,20.7998,0.0800,1.6640,1,,1779,13.60
1800,37.95,v2_Ra20,0.1000,0.1000,19.8615,0.1000,1.9862,1,,1779,13.60
1800,37.95,v2_Ra20,0.1200,0.1200,18.9737,0.1200,2.2768,1,,1779,13.60
1800,37.95,v2_Ra20,0.1400,0.1400,18.2711,0.1400,2.5580,1,,1779,13.60
1800,37.95,v2_Ra20,0.1600,0.1600,17.2770,0.1600,2.7643,1,,1779,13.60
1800,37.95,v2_Ra20,0.1800,0.1800,16.2605,0.1800,2.9269,1,,1779,13.60
1800,37.95,v2_Ra20,0.2000,0.2000,15.8897,0.2000,3.1779,1,,1779,13.60
1800,37.95,v2_Ra20,0.2200,0.2200,15.2093,0.2200,3.3460,1,,1779,13.60
1800,37.95,v2_Ra20,0.2400,0.2400,14.4211,0.2400,3.4611,1,,1779,13.60
1800,37.95,v2_Ra20,0.2600,0.2600,14.0932,0.2600,3.6642,1,,1779,13.60
1800,37.95,v2_Ra20,0.2800,0.2800,12.9449,0.2800,3.6246,1,,1779,13.60
1800,37.95,v2_Ra20,0.3000,0.3000,12.1876,0.3000,3.6563,1,,1779,13.60
1800,37.95,v2_Ra20,0.3200,0.3200,11.8546,0.3200,3.7935,1,,1779,13.60
1800,37.95,v2_Ra20,0.3400,0.3400,10.7272,0.3400,3.6472,1,,1779,13.60
1800,37.95,v2_Ra20,0.3600,0.3600,10.2793,0.3600,3.7005,1,,1779,13.60
1800,37.95,v2_Ra20,0.3800,0.3800,9.3408,0.3800,3.5495,1,,1779,13.60
1800,37.95,v2_Ra20,0.4000,0.4000,8.9348,0.4000,3.5739,1,,1779,13.60
1800,37.95,v2_Ra20,0.4200,0.4200,8.2245,0.4200,3.4543,1,,1779,13.60
1800,37.95,v2_Ra20,0.4400,0.4400,7.5734,0.4400,3.3323,1,,1779,13.60
1800,37.95,v2_Ra20,0.4600,0.4600,6.8794,0.4600,3.1645,1,,1779,13.60
1800,37.95,v2_Ra20,0.4800,0.4800,6.4052,0.4800,3.0745,1,,1779,13.60
1800,37.95,v2_Ra20,0.5000,0.5000,5.6649,0.5000,2.8325,1,,1779,13.60
1800,37.95,v2_Ra20,0.5200,0.5200,5.1161,0.5200,2.6604,1,,1779,13.60
