t_s,cmd_hz,meas_hz,meas_a,v_meas
67.8281,778.661,757.00,6.20,
67.8858,781.399,757.00,6.20,
67.9361,784.035,764.00,6.20,
67.9539,786.573,764.00,6.20,
68.0322,789.017,770.00,6.20,
68.0550,791.371,770.00,6.20,
68.1284,793.639,775.00,6.20,
68.1557,795.826,775.00,6.20,
68.2384,797.935,782.00,6.30,
68.2529,799.971,782.00,6.30,
68.3304,801.937,787.00,6.20,
68.3555,803.839,787.00,6.20,
68.4265,805.680,792.00,6.20,
68.4536,807.465,792.00,6.20,
68.5383,809.198,797.00,6.20,
68.5534,810.882,797.00,6.20,
68.6303,812.521,800.00,6.30,
68.6555,814.120,800.00,6.30,
68.7304,815.681,804.00,6.30,
68.7522,817.209,804.00,6.30,
68.8423,818.707,808.00,6.30,
68.8525,820.177,808.00,6.30,
68.9302,821.624,811.00,6.30,
68.9513,823.049,811.00,6.30,
69.0294,824.456,815.00,6.30,
69.0555,825.847,815.00,6.30,
69.1384,827.224,818.00,6.30,
69.1535,828.589,818.00,6.30,
69.2303,829.943,821.00,6.30,
69.2528,831.290,821.00,6.30,
69.3304,832.629,824.00,6.30,
69.3555,833.963,824.00,6.30,
69.4384,835.291,826.00,6.30,
69.4519,836.615,826.00,6.30,
69.5283,837.935,829.00,6.30,
69.5554,839.252,829.00,6.30,
69.6303,840.564,832.00,6.40,
69.6510,841.873,832.00,6.40,
69.7363,843.178,835.00,6.40,
69.7518,844.478,835.00,6.40,
69.8304,845.773,837.00,6.40,
69.8556,847.060,837.00,6.40,
69.9262,848.340,840.00,6.40,
69.9544,849.612,840.00,6.40,
70.0362,850.872,842.00,6.50,
70.0538,852.121,842.00,6.50,
70.1323,853.356,844.00,6.50,
70.1549,854.575,844.00,6.50,
70.2285,855.777,847.00,6.50,
70.2554,856.959,847.00,6.50,
70.3363,858.120,850.00,6.50,
70.3539,859.257,850.00,6.50,
70.4304,860.368,852.00,6.50,
70.4553,861.450,852.00,6.50,
70.5285,862.503,854.00,6.60,
70.5530,863.523,854.00,6.60,
70.6424,864.509,857.00,6.60,
70.6524,865.458,857.00,6.60,
70.7265,866.368,859.00,6.60,
70.7515,867.238,859.00,6.60,
70.8304,868.065,861.00,6.60,
70.8556,868.848,861.00,6.60,
70.9363,869.585,863.00,6.60,
70.9538,870.274,863.00,6.60,
71.0283,870.915,865.00,6.60,
71.0555,871.507,865.00,6.60,
71.1304,872.047,867.00,6.60,
71.1547,872.536,867.00,6.60,
71.2365,872.973,869.00,6.60,
71.2539,873.358,869.00,6.60,
71.3286,873.690,870.00,6.60,
71.3552,873.970,870.00,6.60,
71.4306,874.198,871.00,6.60,
71.4512,874.376,871.00,6.60,
71.5364,874.503,872.00,6.60,
71.5527,874.581,872.00,6.60,
71.6304,874.612,873.00,6.60,
71.6506,874.597,873.00,6.60,
71.7305,874.538,874.00,6.60,
71.7510,874.439,874.00,6.60,
71.8364,874.301,874.00,6.50,
71.8541,874.127,874.00,6.50,
71.9285,873.922,874.00,6.50,
71.9539,873.687,874.00,6.50,
72.0304,873.427,874.00,6.50,
72.0527,873.147,874.00,6.50,
72.1363,872.849,874.00,6.50,
72.1505,872.540,874.00,6.50,
72.2285,872.223,874.00,6.50,
72.2556,871.904,874.00,6.50,
72.3285,871.588,874.00,6.50,
72.3514,871.280,874.00,6.50,
72.4385,870.986,873.00,6.50,
72.4517,870.713,873.00,6.50,
72.5264,870.465,873.00,6.40,
72.5541,870.249,873.00,6.40,
72.6286,870.071,872.00,6.40,
72.6535,869.938,872.00,6.40,
72.7365,869.855,872.00,6.40,
72.7539,869.831,872.00,6.40,
72.8285,869.870,871.00,6.40,
72.8530,869.980,871.00,6.40,
72.9286,870.167,871.00,6.40,
72.9557,870.438,871.00,6.40,
73.0363,870.799,871.00,6.40,
73.0527,871.257,871.00,6.40,
73.1304,871.818,871.00,6.40,
73.1553,872.487,871.00,6.40,
73.2284,873.272,871.00,6.50,
73.2539,874.178,871.00,6.50,
73.3364,875.211,871.00,6.50,
73.3528,876.377,871.00,6.50,
73.4287,877.679,872.00,6.50,
73.4508,879.125,872.00,6.50,
73.5305,880.718,873.00,6.60,
73.5549,882.462,873.00,6.60,
73.6384,884.363,875.00,6.70,
73.6533,886.423,875.00,6.70,
73.7266,888.646,877.00,6.80,
73.7556,891.035,877.00,6.80,
73.8247,893.592,880.00,6.80,
73.8521,896.321,880.00,6.80,
73.9405,899.222,884.00,6.90,
73.9529,902.297,884.00,6.90,
74.0307,905.547,887.00,7.00,
74.0512,908.972,887.00,7.00,
74.1304,912.573,892.00,7.10,
74.1543,916.348,892.00,7.10,
74.2385,920.297,898.00,7.20,
74.2534,924.417,898.00,7.20,
74.3307,928.708,903.00,7.30,
74.3529,933.166,903.00,7.30,
74.4287,937.789,909.00,7.40,
74.4556,942.572,909.00,7.40,
74.5366,947.512,917.00,7.60,
74.5525,952.603,917.00,7.60,
74.6285,957.842,925.00,7.70,
74.6557,963.222,925.00,7.70,
74.7286,968.737,933.00,7.80,
74.7511,974.381,933.00,7.80,
74.8366,980.147,944.00,8.00,
74.8539,986.027,944.00,8.00,
74.9266,992.012,953.00,8.10,
74.9557,998.096,953.00,8.10,
75.0289,1004.269,963.00,8.30,
75.0549,1010.522,963.00,8.30,
75.1364,1016.846,975.00,8.50,
75.1528,1023.230,975.00,8.50,
75.2305,1029.665,985.00,8.60,
75.2553,1036.139,985.00,8.60,
75.3306,1042.643,997.00,8.80,
75.3548,1049.166,997.00,8.80,
75.4367,1055.695,1010.00,8.90,
75.4540,1062.221,1010.00,8.90,
75.5327,1068.731,1021.00,9.00,
75.5508,1075.213,1021.00,9.00,
75.6304,1081.656,1034.00,9.20,
75.6529,1088.048,1034.00,9.20,
75.7385,1094.377,1048.00,9.30,
75.7505,1100.632,1048.00,9.30,
75.8305,1106.800,1060.00,9.40,
75.8553,1112.870,1060.00,9.40,
75.9308,1118.829,1073.00,9.40,
75.9525,1124.667,1073.00,9.40,
76.0388,1130.372,1086.00,9.50,
76.0534,1135.933,1086.00,9.50,
76.1306,1141.338,1098.00,9.60,
76.1553,1146.578,1098.00,9.60,
76.2265,1151.641,1110.00,9.60,
76.2554,1156.517,1110.00,9.60,
76.3366,1161.198,1123.00,9.60,
76.3539,1165.672,1123.00,9.60,
76.4308,1169.932,1133.00,9.60,
76.4512,1173.969,1133.00,9.60,
76.5327,1177.775,1144.00,9.60,
76.5525,1181.341,1144.00,9.60,
76.6367,1184.661,1155.00,9.60,
76.6539,1187.729,1155.00,9.60,
76.7286,1190.538,1163.00,9.60,
76.7556,1193.083,1163.00,9.60,
76.8308,1195.359,1171.00,9.60,
76.8508,1197.361,1171.00,9.60,
76.9367,1199.087,1179.00,9.60,
76.9539,1200.532,1179.00,9.60,
77.0329,1201.696,1185.00,9.60,
77.0535,1202.575,1185.00,9.60,
77.1267,1203.169,1190.00,9.60,
77.1556,1203.478,1190.00,9.60,
77.2386,1203.501,1195.00,9.50,
77.2532,1203.241,1195.00,9.50,
77.3285,1202.697,1198.00,9.40,
77.3549,1201.873,1198.00,9.40,
77.4288,1200.772,1201.00,9.30,
77.4557,1199.398,1201.00,9.30,
77.5388,1197.753,1202.00,9.20,
77.5534,1195.845,1202.00,9.20,
77.6268,1193.677,1202.00,9.10,
77.6555,1191.256,1202.00,9.10,
77.7306,1188.590,1201.00,9.00,
77.7515,1185.684,1201.00,9.00,
77.8408,1182.548,1198.00,8.90,
77.8525,1179.190,1198.00,8.90,
77.9267,1175.618,1195.00,8.80,
77.9558,1171.843,1195.00,8.80,
78.0328,1167.873,1191.00,8.70,
78.0540,1163.721,1191.00,8.70,
78.1367,1159.395,1185.00,8.60,
78.1513,1154.909,1185.00,8.60,
78.2286,1150.272,1179.00,8.50,
78.2512,1145.498,1179.00,8.50,
78.3306,1140.598,1172.00,8.40,
78.3522,1135.584,1172.00,8.40,
78.4367,1130.470,1163.00,8.30,
78.4539,1125.269,1163.00,8.30,
78.5347,1119.992,1155.00,8.10,
78.5544,1114.654,1155.00,8.10,
78.6268,1109.268,1146.00,8.00,
78.6535,1103.847,1146.00,8.00,
78.7388,1098.404,1136.00,7.90,
78.7534,1092.952,1136.00,7.90,
78.8308,1087.505,1127.00,7.80,
78.8554,1082.075,1127.00,7.80,
78.9269,1076.676,1117.00,7.70,
78.9520,1071.321,1117.00,7.70,
79.0381,1066.021,1105.00,7.50,
79.0535,1060.789,1105.00,7.50,
79.1307,1055.637,1096.00,7.50,
79.1549,1050.577,1096.00,7.50,
79.2289,1045.620,1085.00,7.40,
79.2520,1040.776,1085.00,7.40,
79.3346,1036.057,1073.00,7.30,
79.3516,1031.472,1073.00,7.30,
79.4286,1027.032,1063.00,7.30,
79.4529,1022.744,1063.00,7.30,
79.5309,1018.617,1053.00,7.20,
79.5508,1014.661,1053.00,7.20,
79.6388,1010.881,1042.00,7.10,
79.6514,1007.284,1042.00,7.10,
79.7266,1003.878,1034.00,7.10,
79.7506,1000.667,1034.00,7.10,
79.8306,997.657,1025.00,7.10,
79.8554,994.851,1025.00,7.10,
79.9388,992.253,1016.00,7.00,
79.9515,989.866,1016.00,7.00,
80.0269,987.693,1009.00,7.00,
80.0557,985.734,1009.00,7.00,
80.1328,983.991,1003.00,7.00,
80.1520,982.464,1003.00,7.00,
80.2389,981.151,996.00,7.00,
80.2534,980.053,996.00,7.00,
80.3306,979.167,991.00,7.00,
80.3552,978.490,991.00,7.00,
80.4246,978.019,987.00,7.00,
80.4528,977.750,987.00,7.00,
80.5368,977.678,983.00,7.00,
80.5539,977.798,983.00,7.00,
80.6309,978.105,981.00,7.10,
80.6552,978.591,981.00,7.10,
80.7308,979.251,980.00,7.10,
80.7553,980.075,980.00,7.10,
80.8389,981.056,979.00,7.20,
80.8533,982.186,979.00,7.20,
80.9307,983.455,979.00,7.20,
80.9551,984.854,979.00,7.20,
81.0290,986.373,979.00,7.30,
81.0546,988.001,979.00,7.30,
81.1410,989.729,981.00,7.40,
81.1528,991.543,981.00,7.40,
81.2270,993.435,982.00,7.40,
81.2516,995.391,982.00,7.40,
81.3335,997.400,985.00,7.50,
81.3512,999.451,985.00,7.50,
81.4346,1001.530,988.00,7.50,
81.4528,1003.627,988.00,7.50,
81.5309,1005.728,992.00,7.60,
81.5542,1007.821,992.00,7.60,
81.6290,1009.895,995.00,7.60,
81.6557,1011.936,995.00,7.60,
81.7368,1013.933,1000.00,7.70,
81.7509,1015.874,1000.00,7.70,
81.8307,1017.747,1003.00,7.70,
81.8555,1019.540,1003.00,7.70,
81.9268,1021.241,1007.00,7.70,
81.9555,1022.840,1007.00,7.70,
82.0368,1024.326,1012.00,7.80,
82.0540,1025.688,1012.00,7.80,
82.1309,1026.916,1015.00,7.80,
82.1553,1028.001,1015.00,7.80,
82.2288,1028.932,1019.00,7.80,
82.2529,1029.701,1019.00,7.80,
82.3390,1030.300,1022.00,7.80,
82.3509,1030.721,1022.00,7.80,
82.4287,1030.957,1024.00,7.80,
82.4528,1031.000,1024.00,7.80,
82.5308,1030.844,1027.00,7.80,
82.5552,1030.484,1027.00,7.80,
82.6389,1029.916,1029.00,7.80,
82.6533,1029.133,1029.00,7.80,
82.7308,1028.134,1029.00,7.70,
82.7553,1026.914,1029.00,7.70,
82.8309,1025.471,1030.00,7.70,
82.8554,1023.804,1030.00,7.70,
82.9409,1021.911,1029.00,7.60,
82.9529,1019.793,1029.00,7.60,
83.0311,1017.448,1028.00,7.50,
83.0547,1014.879,1028.00,7.50,
83.1250,1012.087,1026.00,7.40,
83.1557,1009.075,1026.00,7.40,
83.2389,1005.844,1022.00,7.30,
83.2529,1002.399,1022.00,7.30,
83.3310,998.745,1018.00,7.30,
83.3554,994.885,1018.00,7.30,
83.4329,990.826,1014.00,7.10,
83.4527,986.574,1014.00,7.10,
83.5348,982.135,1007.00,7.00,
83.5506,977.517,1007.00,7.00,
83.6310,972.727,1001.00,6.90,
83.6554,967.774,1001.00,6.90,
83.7289,962.667,994.00,6.80,
83.7530,957.415,994.00,6.80,
83.8368,952.027,986.00,6.60,
83.8537,946.514,986.00,6.60,
83.9310,940.886,978.00,6.50,
83.9543,935.154,978.00,6.50,
84.0311,929.330,968.00,6.40,
84.0531,923.424,968.00,6.40,
84.1370,917.448,957.00,6.20,
84.1539,911.415,957.00,6.20,
84.2309,905.336,948.00,6.10,
84.2552,899.223,948.00,6.10,
84.3250,893.090,936.00,6.00,
84.3528,886.947,936.00,6.00,
84.4430,880.809,923.00,5.80,
84.4523,874.686,923.00,5.80,
84.5288,868.592,913.00,5.80,
84.5554,862.539,913.00,5.80,
84.6289,856.538,901.00,5.70,
84.6531,850.603,901.00,5.70,
84.7369,844.744,887.00,5.50,
84.7529,838.974,887.00,5.50,
84.8310,833.303,876.00,5.50,
84.8554,827.744,876.00,5.50,
84.9269,822.306,864.00,5.40,
84.9546,817.000,864.00,5.40,
85.0370,811.837,851.00,5.30,
85.0539,806.825,851.00,5.30,
85.1311,801.974,840.00,5.30,
85.1554,797.293,840.00,5.30,
85.2289,792.790,829.00,5.30,
85.2519,788.473,829.00,5.30,
85.3390,784.348,817.00,5.20,
85.3524,780.424,817.00,5.20,
85.4311,776.704,808.00,5.20,
85.4523,773.196,808.00,5.20,
85.5288,769.904,798.00,5.20,
85.5540,766.833,798.00,5.20,
85.6369,763.985,789.00,5.20,
85.6528,761.365,789.00,5.20,
85.7316,758.974,781.00,5.20,
85.7552,756.814,781.00,5.20,
85.8289,754.886,774.00,5.20,
85.8542,753.191,774.00,5.20,
85.9389,751.728,767.00,5.30,
85.9532,750.496,767.00,5.30,
86.0290,749.495,762.00,5.30,
86.0517,748.721,762.00,5.30,
86.1291,748.173,757.00,5.30,
86.1542,747.845,757.00,5.30,
86.2410,747.736,753.00,5.40,
86.2528,747.839,753.00,5.40,
86.3312,748.149,751.00,5.40,
86.3553,748.661,751.00,5.40,
86.4271,749.369,749.00,5.50,
86.4558,750.265,749.00,5.50,
86.5411,751.342,749.00,5.50,
86.5521,752.592,749.00,5.50,
86.6289,754.006,749.00,5.60,
86.6534,755.577,749.00,5.60,
86.7311,757.294,750.00,5.60,
86.7541,759.149,750.00,5.60,
86.8371,761.130,751.00,5.70,
86.8537,763.229,751.00,5.70,
86.9311,765.433,753.00,5.80,
86.9553,767.733,753.00,5.80,
87.0311,770.117,756.00,5.80,
87.0507,772.574,756.00,5.80,
87.1391,775.093,760.00,5.90,
87.1527,777.661,760.00,5.90,
87.2292,780.268,763.00,6.00,
87.2538,782.900,763.00,6.00,
87.3311,785.548,768.00,6.10,
87.3538,788.198,768.00,6.10,
87.4390,790.839,773.00,6.20,
87.4532,793.459,773.00,6.20,
87.5311,796.047,777.00,6.20,
87.5530,798.591,777.00,6.20,
87.6270,801.080,783.00,6.20,
87.6528,803.502,783.00,6.20,
87.7370,805.847,788.00,6.30,
87.7509,808.104,788.00,6.30,
87.8311,810.262,793.00,6.30,
87.8543,812.313,793.00,6.30,
87.9310,814.244,798.00,6.30,
87.9547,816.049,798.00,6.30,
88.0392,817.717,804.00,6.30,
88.0515,819.239,804.00,6.30,
88.1292,820.609,808.00,6.30,
88.1555,821.817,808.00,6.30,
88.2271,822.858,812.00,6.30,
88.2556,823.724,812.00,6.30,
88.3391,824.409,816.00,6.30,
88.3533,824.907,816.00,6.30,
88.4292,825.213,818.00,6.20,
88.4553,825.324,818.00,6.20,
88.5324,825.234,821.00,6.20,
88.5549,824.940,821.00,6.20,
88.6390,824.440,823.00,6.20,
88.6528,823.731,823.00,6.20,
88.7270,822.812,823.00,6.10,
88.7554,821.682,823.00,6.10,
88.8311,820.339,824.00,6.10,
88.8552,818.785,824.00,6.10,
88.9393,817.020,824.00,6.00,
88.9534,815.045,824.00,6.00,
89.0329,812.862,823.00,6.00,
89.0547,810.474,823.00,6.00,
89.1252,807.883,820.00,5.90,
89.1557,805.094,820.00,5.90,
89.2372,802.110,817.00,5.80,
89.2538,798.937,817.00,5.80,
89.3292,795.578,814.00,5.70,
89.3537,792.040,814.00,5.70,
89.4292,788.329,809.00,5.60,
89.4539,784.452,809.00,5.60,
89.5432,780.416,804.00,5.50,
89.5505,776.228,804.00,5.50,
89.6273,771.896,798.00,5.40,
89.6555,767.428,798.00,5.40,
89.7291,762.833,791.00,5.30,
89.7543,758.120,791.00,5.30,
89.8390,753.298,783.00,5.20,
89.8532,748.377,783.00,5.20,
89.9311,743.366,776.00,5.20,
89.9551,738.276,776.00,5.20,
90.0321,733.116,767.00,5.10,
90.0552,727.897,767.00,5.10,
90.1392,722.630,757.00,5.00,
90.1531,717.325,757.00,5.00,
90.2312,711.993,748.00,4.90,
90.2519,706.644,748.00,4.90,
90.3293,701.291,738.00,4.90,
90.3547,695.942,738.00,4.90,
90.4391,690.610,727.00,4.80,
90.4508,685.304,727.00,4.80,
90.5313,680.036,718.00,4.80,
90.5536,674.816,718.00,4.80,
90.6291,669.655,707.00,4.70,
90.6555,664.562,707.00,4.70,
90.7370,659.549,695.00,4.70,
90.7536,654.624,695.00,4.70,
90.8271,649.798,686.00,4.60,
90.8529,645.079,686.00,4.60,
90.9312,640.478,675.00,4.60,
90.9552,636.002,675.00,4.60,
91.0373,631.661,664.00,4.60,
91.0518,627.463,664.00,4.60,
91.1253,623.415,655.00,4.60,
91.1531,619.525,655.00,4.60,
91.2294,615.801,645.00,4.50,
91.2515,612.248,645.00,4.50,
91.3372,608.873,635.00,4.50,
91.3538,605.682,635.00,4.50,
91.4314,602.681,627.00,4.50,
91.4521,599.875,627.00,4.50,
91.5252,597.268,619.00,4.60,
91.5510,594.863,619.00,4.60,
91.6392,592.666,611.00,4.60,
91.6529,590.679,611.00,4.60,
91.7272,588.905,606.00,4.60,
91.7555,587.346,606.00,4.60,
91.8271,586.004,600.00,4.60,
91.8529,584.881,600.00,4.60,
91.9391,583.976,594.00,4.60,
91.9518,583.292,594.00,4.60,
92.0291,582.826,591.00,4.60,
92.0554,582.580,591.00,4.60,
92.1312,582.552,587.00,4.70,
92.1515,582.741,587.00,4.70,
92.2375,583.144,585.00,4.70,
92.2538,583.760,585.00,4.70,
92.3314,584.586,583.00,4.70,
92.3552,585.620,583.00,4.70,
92.4312,586.856,583.00,4.80,
92.4554,588.293,583.00,4.80,
92.5373,589.925,583.00,4.80,
92.5508,591.748,583.00,4.80,
92.6272,593.758,584.00,4.90,
92.6531,595.949,584.00,4.90,
92.7313,598.315,586.00,4.90,
92.7553,600.852,586.00,4.90,
92.8352,603.552,589.00,5.00,
92.8534,606.411,589.00,5.00,
92.9312,609.421,592.00,5.10,
92.9551,612.575,592.00,5.10,
93.0274,615.868,596.00,5.10,
93.0537,619.292,596.00,5.10,
93.1413,622.840,602.00,5.20,
93.1527,626.504,602.00,5.20,
93.2292,630.278,607.00,5.20,
93.2544,634.154,607.00,5.20,
93.3314,638.124,613.00,5.30,
93.3545,642.181,613.00,5.30,
93.4394,646.318,620.00,5.40,
93.4533,650.526,620.00,5.40,
93.5313,654.798,627.00,5.40,
93.5524,659.127,627.00,5.40,
93.6314,663.504,634.00,5.50,
93.6531,667.924,634.00,5.50,
93.7413,672.378,643.00,5.60,
93.7528,676.858,643.00,5.60,
93.8333,681.359,651.00,5.70,
93.8529,685.872,651.00,5.70,
93.9272,690.391,660.00,5.70,
93.9554,694.910,660.00,5.70,
94.0392,699.421,669.00,5.80,
94.0531,703.918,669.00,5.80,
94.1293,708.396,677.00,5.90,
94.1529,712.847,677.00,5.90,
94.2314,717.267,686.00,5.90,
94.2551,721.650,686.00,5.90,
94.3374,725.991,696.00,6.00,
94.3537,730.284,696.00,6.00,
94.4293,734.525,704.00,6.00,
94.4515,738.709,704.00,6.00,
94.5334,742.832,713.00,6.10,
94.5508,746.891,713.00,6.10,
94.6394,750.881,722.00,6.10,
94.6533,754.798,722.00,6.10,
94.7274,758.641,730.00,6.20,
94.7555,762.406,730.00,6.20,
94.8315,766.090,739.00,6.20,
94.8529,769.691,739.00,6.20,
94.9373,773.208,748.00,6.20,
94.9528,776.638,748.00,6.20,
95.0293,779.981,755.00,6.30,
95.0555,783.234,755.00,6.30,
95.1273,786.398,762.00,6.30,
95.1519,789.472,762.00,6.30,
95.2394,792.456,770.00,6.30,
95.2532,795.349,770.00,6.30,
95.3254,798.151,776.00,6.40,
95.3524,800.865,776.00,6.40,
95.4294,803.489,783.00,6.40,
95.4555,806.026,783.00,6.40,
95.5394,808.477,790.00,6.40,
95.5533,810.842,790.00,6.40,
95.6295,813.125,795.00,6.40,
95.6564,815.326,795.00,6.40,
95.7294,817.449,801.00,6.40,
95.7525,819.495,801.00,6.40,
95.8374,821.467,807.00,6.40,
95.8517,823.368,807.00,6.40,
95.9275,825.201,811.00,6.40,
95.9533,826.969,811.00,6.40,
96.0293,828.675,815.00,6.40,
96.0554,830.323,815.00,6.40,
96.1373,831.916,820.00,6.50,
96.1537,833.457,820.00,6.50,
96.2275,834.952,824.00,6.40,
96.2543,836.402,824.00,6.40,
96.3315,837.813,827.00,6.40,
96.3552,839.189,827.00,6.40,
96.4395,840.533,831.00,6.40,
96.4530,841.849,831.00,6.40,
96.5335,843.143,834.00,6.40,
96.5543,844.417,834.00,6.40,
96.6315,845.677,837.00,6.40,
96.6553,846.927,837.00,6.40,
96.7394,848.171,840.00,6.40,
96.7510,849.413,840.00,6.40,
96.8316,850.657,842.00,6.50,
96.8552,851.909,842.00,6.50,
96.9256,853.171,845.00,6.50,
96.9532,854.448,845.00,6.50,
97.0353,855.745,847.00,6.50,
97.0528,857.064,847.00,6.50,
97.1254,858.411,850.00,6.50,
97.1555,859.790,850.00,6.50,
97.2315,861.203,852.00,6.50,
97.2530,862.655,852.00,6.50,
97.3395,864.149,855.00,6.60,
97.3532,865.689,855.00,6.60,
97.4296,867.278,858.00,6.60,
97.4536,868.920,858.00,6.60,
97.5314,870.618,860.00,6.60,
97.5552,872.374,860.00,6.60,
97.6395,874.192,863.00,6.70,
97.6532,876.074,863.00,6.70,
97.7275,878.023,866.00,6.70,
97.7556,880.041,866.00,6.70,
97.8296,882.131,870.00,6.70,
97.8521,884.295,870.00,6.70,
97.9375,886.534,874.00,6.80,
97.9535,888.851,874.00,6.80,
98.0293,891.246,877.00,6.80,
98.0544,893.723,877.00,6.80,
98.1274,896.280,881.00,6.90,
98.1514,898.921,881.00,6.90,
98.2395,901.645,885.00,7.00,
98.2526,904.454,885.00,7.00,
98.3295,907.347,889.00,7.00,
98.3556,910.326,889.00,7.00,
98.4296,913.390,894.00,7.10,
98.4556,916.539,894.00,7.10,
98.5396,919.773,900.00,7.20,
98.5508,923.092,900.00,7.20,
98.6296,926.495,905.00,7.20,
98.6558,929.980,905.00,7.20,
98.7319,933.548,911.00,7.30,
98.7553,937.197,911.00,7.30,
98.8416,940.925,918.00,7.40,
98.8527,944.731,918.00,7.40,
98.9277,948.613,923.00,7.50,
98.9557,952.569,923.00,7.50,
99.0330,956.597,930.00,7.60,
99.0531,960.696,930.00,7.60,
99.1374,964.861,938.00,7.70,
99.1534,969.091,938.00,7.70,
99.2295,973.383,944.00,7.80,
99.2554,977.734,944.00,7.80,
99.3316,982.140,952.00,8.00,
99.3528,986.598,952.00,8.00,
99.4396,991.106,961.00,8.10,
99.4520,995.659,961.00,8.10,
99.5295,1000.253,968.00,8.20,
99.5539,1004.884,968.00,8.20,
99.6276,1009.549,977.00,8.30,
99.6555,1014.243,977.00,8.30,
99.7396,1018.963,987.00,8.40,
99.7533,1023.702,987.00,8.40,
99.8278,1028.458,995.00,8.50,
99.8557,1033.224,995.00,8.50,
99.9316,1037.998,1004.00,8.60,
99.9548,1042.772,1004.00,8.60,
100.0390,1047.544,1014.00,8.70,
100.0532,1052.307,1014.00,8.70,
100.1294,1057.056,1023.00,8.70,
100.1529,1061.786,1023.00,8.70,
100.2295,1066.493,1032.00,8.80,
100.2556,1071.170,1032.00,8.80,
100.3417,1075.812,1043.00,8.90,
100.3526,1080.414,1043.00,8.90,
100.4316,1084.970,1051.00,8.90,
100.4553,1089.475,1051.00,8.90,
100.5256,1093.924,1061.00,8.90,
100.5526,1098.310,1061.00,8.90,
100.6396,1102.629,1071.00,9.00,
100.6532,1106.875,1071.00,9.00,
100.7316,1111.042,1079.00,9.00,
100.7536,1115.126,1079.00,9.00,
100.8317,1119.120,1088.00,9.10,
100.8508,1123.020,1088.00,9.10,
100.9397,1126.819,1098.00,9.10,
100.9531,1130.514,1098.00,9.10,
101.0277,1134.098,1105.00,9.20,
101.0555,1137.567,1105.00,9.20,
101.1275,1140.916,1113.00,9.20,
101.1554,1144.139,1113.00,9.20,
101.2355,1147.233,1122.00,9.20,
101.2540,1150.193,1122.00,9.20,
101.3276,1153.013,1129.00,9.20,
101.3517,1155.691,1129.00,9.20,
101.4298,1158.221,1136.00,9.20,
101.4517,1160.600,1136.00,9.20,
101.5397,1162.824,1143.00,9.20,
101.5529,1164.889,1143.00,9.20,
101.6316,1166.792,1148.00,9.20,
101.6546,1168.530,1148.00,9.20,
101.7317,1170.099,1154.00,9.20,
101.7545,1171.496,1154.00,9.20,
101.8396,1172.720,1159.00,9.20,
101.8532,1173.768,1159.00,9.20,
101.9297,1174.637,1163.00,9.20,
101.9556,1175.326,1163.00,9.20,
102.0318,1175.833,1167.00,9.20,
102.0532,1176.156,1167.00,9.20,
102.1396,1176.296,1170.00,9.10,
102.1505,1176.250,1170.00,9.10,
102.2275,1176.018,1172.00,9.10,
102.2554,1175.600,1172.00,9.10,
102.3276,1174.996,1174.00,9.00,
102.3555,1174.206,1174.00,9.00,
102.4438,1173.231,1175.00,8.90,
102.4522,1172.072,1175.00,8.90,
102.5297,1170.729,1175.00,8.90,
102.5556,1169.204,1175.00,8.90,
102.6317,1167.500,1175.00,8.80,
102.6516,1165.617,1175.00,8.80,
102.7377,1163.559,1173.00,8.70,
102.7506,1161.327,1173.00,8.70,
102.8278,1158.926,1172.00,8.60,
102.8538,1156.357,1172.00,8.60,
102.9337,1153.625,1169.00,8.60,
102.9549,1150.733,1169.00,8.60,
103.0378,1147.686,1165.00,8.50,
103.0529,1144.488,1165.00,8.50,
103.1318,1141.142,1161.00,8.40,
103.1512,1137.655,1161.00,8.40,
103.2316,1134.031,1156.00,8.30,
103.2516,1130.276,1156.00,8.30,
103.3376,1126.395,1150.00,8.20,
103.3529,1122.394,1150.00,8.20,
103.4298,1118.280,1145.00,8.20,
103.4555,1114.057,1145.00,8.20,
103.5257,1109.734,1138.00,8.00,
103.5556,1105.317,1138.00,8.00,
103.6399,1100.811,1130.00,7.90,
103.6532,1096.226,1130.00,7.90,
103.7317,1091.567,1123.00,7.90,
103.7533,1086.842,1123.00,7.90,
103.8297,1082.059,1114.00,7.80,
103.8556,1077.225,1114.00,7.80,
103.9418,1072.347,1105.00,7.70,
103.9526,1067.434,1105.00,7.70,
104.0260,1062.494,1097.00,7.60,
104.0518,1057.534,1097.00,7.60,
104.1278,1052.562,1088.00,7.40,
104.1514,1047.587,1088.00,7.40,
104.2396,1042.616,1078.00,7.30,
104.2529,1037.658,1078.00,7.30,
104.3296,1032.719,1069.00,7.30,
104.3529,1027.810,1069.00,7.30,
104.4297,1022.936,1059.00,7.20,
104.4541,1018.107,1059.00,7.20,
104.5378,1013.329,1048.00,7.10,
104.5525,1008.611,1048.00,7.10,
104.6297,1003.961,1040.00,7.00,
104.6521,999.385,1040.00,7.00,
104.7297,994.891,1030.00,7.00,
104.7542,990.486,1030.00,7.00,
104.8376,986.177,1019.00,6.90,
104.8510,981.970,1019.00,6.90,
104.9316,977.874,1011.00,6.90,
104.9549,973.893,1011.00,6.90,
105.0297,970.034,1001.00,6.80,
105.0554,966.303,1001.00,6.80,
105.1376,962.705,991.00,6.70,
105.1535,959.247,991.00,6.70,
105.2279,955.932,984.00,6.70,
