t_s,cmd_hz,meas_hz,meas_a,v_meas
38.7309,128.986,120.00,4.20,
38.7843,130.252,120.00,4.20,
38.8346,131.485,123.00,4.10,
38.8842,132.681,123.00,4.10,
38.9287,133.836,125.00,4.20,
38.9844,134.944,125.00,4.20,
39.0290,136.002,128.00,4.10,
39.0844,137.007,128.00,4.10,
39.1348,137.953,130.00,4.10,
39.1843,138.837,130.00,4.10,
39.2288,139.656,132.00,4.10,
39.2515,140.406,132.00,4.10,
39.3308,141.084,135.00,4.20,
39.3845,141.687,135.00,4.20,
39.4367,142.213,137.00,4.10,
39.4843,142.658,137.00,4.10,
39.5307,143.020,138.00,4.20,
39.5512,143.298,138.00,4.20,
39.6288,143.490,140.00,4.20,
39.6516,143.593,140.00,4.20,
39.7388,143.606,141.00,4.20,
39.7845,143.529,141.00,4.20,
39.8307,143.361,142.00,4.20,
39.8842,143.100,142.00,4.20,
39.9286,142.747,143.00,4.20,
39.9842,142.301,143.00,4.20,
40.0368,141.764,143.00,4.20,
40.0842,141.134,143.00,4.20,
40.1287,140.414,143.00,4.20,
40.1506,139.604,143.00,4.20,
40.2307,138.705,142.00,4.30,
40.2844,137.718,142.00,4.30,
40.3347,136.647,142.00,4.30,
40.3529,135.492,142.00,4.30,
40.4288,134.256,140.00,4.30,
40.4844,132.941,140.00,4.30,
40.5288,131.551,139.00,4.40,
40.5844,130.088,139.00,4.40,
40.6348,128.555,137.00,4.40,
40.6520,126.956,137.00,4.40,
40.7289,125.293,134.00,4.40,
40.7847,123.572,134.00,4.40,
40.8290,121.796,131.00,4.50,
40.8521,119.969,131.00,4.50,
40.9347,118.095,128.00,4.60,
40.9843,116.178,128.00,4.60,
41.0307,114.224,126.00,4.70,
41.0845,112.236,126.00,4.70,
41.1308,110.219,123.00,4.50,
41.1844,108.179,123.00,4.50,
41.2367,106.119,119.00,4.40,
41.2844,104.045,119.00,4.40,
41.3289,101.962,116.00,4.40,
41.3534,99.875,116.00,4.40,
41.4269,97.788,112.00,4.70,
41.4846,95.707,112.00,4.70,
41.5369,93.636,107.00,4.80,
41.5846,91.581,107.00,4.80,
41.6289,89.546,104.00,4.70,
41.6523,87.536,104.00,4.70,
41.7309,85.556,100.00,4.50,
41.7845,83.611,100.00,4.50,
41.8350,81.704,96.00,4.60,
41.8844,79.841,96.00,4.60,
41.9287,78.026,91.00,4.60,
41.9844,76.263,91.00,4.60,
42.0307,74.556,87.00,4.70,
42.0844,72.909,87.00,4.70,
42.1349,71.326,84.00,4.80,
42.1845,69.809,84.00,4.80,
42.2289,68.363,80.00,4.80,
42.2846,66.990,80.00,4.80,
42.3269,65.694,76.00,4.70,
42.3844,64.476,76.00,4.70,
42.4349,63.340,73.00,4.70,
42.4844,62.288,73.00,4.70,
42.5308,61.322,71.00,4.80,
42.5847,60.443,71.00,4.80,
42.6270,59.653,67.00,4.70,
42.6522,58.953,67.00,4.70,
42.7389,58.345,65.00,4.80,
42.7520,57.829,65.00,4.80,
42.8309,57.405,63.00,4.70,
42.8847,57.074,63.00,4.70,
42.9270,56.835,61.00,4.60,
42.9844,56.689,61.00,4.60,
43.0368,56.635,60.00,4.70,
43.0844,56.672,60.00,4.70,
43.1288,56.799,59.00,4.60,
43.1523,57.015,59.00,4.60,
43.2288,57.319,58.00,4.60,
43.2844,57.708,58.00,4.60,
43.3389,58.180,58.00,4.60,
43.3846,58.734,58.00,4.60,
43.4290,59.368,58.00,4.70,
43.4511,60.077,58.00,4.70,
43.5289,60.861,58.00,4.70,
43.5846,61.715,58.00,4.70,
43.6349,62.636,59.00,4.60,
43.6845,63.622,59.00,4.60,
43.7291,64.668,60.00,4.60,
43.7524,65.771,60.00,4.60,
43.8290,66.928,61.00,4.50,
43.8846,68.134,61.00,4.50,
43.9371,69.385,63.00,4.40,
43.9846,70.678,63.00,4.40,
44.0284,72.007,65.00,4.40,
44.0845,73.369,65.00,4.40,
44.1288,74.759,66.00,4.50,
44.1845,76.174,66.00,4.50,
44.2350,77.607,68.00,4.60,
44.2516,79.056,68.00,4.60,
44.3291,80.515,71.00,4.50,
44.3527,81.981,71.00,4.50,
44.4329,83.447,74.00,4.40,
44.4521,84.911,74.00,4.40,
44.5350,86.368,77.00,4.20,
44.5517,87.813,77.00,4.20,
44.6290,89.242,80.00,4.10,
44.6845,90.650,80.00,4.10,
44.7290,92.034,83.00,4.20,
44.7846,93.390,83.00,4.20,
44.8370,94.714,86.00,4.40,
44.8850,96.000,86.00,4.40,
44.9301,97.247,89.00,4.50,
44.9846,98.451,89.00,4.50,
45.0291,99.607,91.00,4.40,
45.0529,100.713,91.00,4.40,
45.1328,101.766,94.00,4.40,
45.1844,102.762,94.00,4.40,
45.2288,103.698,96.00,4.20,
45.2845,104.573,96.00,4.20,
45.3289,105.384,98.00,4.10,
45.3845,106.127,98.00,4.10,
45.4350,106.802,101.00,4.20,
45.4846,107.407,101.00,4.20,
45.5290,107.939,102.00,4.30,
45.5846,108.397,102.00,4.30,
45.6330,108.781,104.00,4.40,
45.6532,109.088,104.00,4.40,
45.7350,109.318,105.00,4.40,
45.7846,109.471,105.00,4.40,
45.8292,109.545,107.00,4.30,
45.8846,109.541,107.00,4.30,
45.9269,109.459,107.00,4.40,
45.9846,109.298,107.00,4.40,
46.0351,109.059,108.00,4.40,
46.0846,108.742,108.00,4.40,
46.1310,108.349,109.00,4.30,
46.1845,107.879,109.00,4.30,
46.2289,107.335,109.00,4.40,
46.2846,106.717,109.00,4.40,
46.3370,106.026,108.00,4.50,
46.3847,105.265,108.00,4.50,
46.4291,104.434,108.00,4.50,
46.4530,103.536,108.00,4.50,
46.5311,102.573,107.00,4.50,
46.5516,101.546,107.00,4.50,
46.6371,100.458,106.00,4.40,
46.6519,99.311,106.00,4.40,
46.7291,98.107,104.00,4.40,
46.7848,96.850,104.00,4.40,
46.8332,95.542,102.00,4.60,
46.8518,94.184,102.00,4.60,
46.9373,92.781,100.00,4.60,
46.9847,91.334,100.00,4.60,
47.0292,89.848,98.00,4.60,
47.0851,88.323,98.00,4.60,
47.1274,86.764,96.00,4.60,
47.1846,85.174,96.00,4.60,
47.2329,83.554,93.00,4.50,
47.2845,81.909,93.00,4.50,
47.3289,80.241,91.00,4.60,
47.3505,78.553,91.00,4.60,
47.4312,76.847,88.00,4.60,
47.4525,75.128,88.00,4.60,
47.5351,73.397,84.00,4.80,
47.5847,71.657,84.00,4.80,
47.6310,69.912,81.00,4.90,
47.6846,68.163,81.00,4.90,
47.7290,66.414,78.00,4.80,
47.7526,64.666,78.00,4.80,
47.8371,62.923,74.00,4.60,
47.8847,61.187,74.00,4.60,
47.9290,59.459,71.00,4.70,
47.9847,57.743,71.00,4.70,
48.0290,56.040,67.00,4.80,
48.0519,54.352,67.00,4.80,
48.1372,52.681,64.00,5.00,
48.1847,51.030,64.00,5.00,
48.2271,49.399,61.00,4.80,
48.2845,47.790,61.00,4.80,
48.3289,46.206,57.00,4.70,
48.3847,44.646,57.00,4.70,
48.4391,43.113,53.00,4.70,
48.4532,41.607,53.00,4.70,
48.5311,40.130,52.00,5.10,
48.5847,38.682,52.00,5.10,
48.6310,37.265,47.00,4.90,
48.6848,35.879,47.00,4.90,
48.7351,34.525,44.00,5.00,
48.7847,33.204,44.00,5.00,
48.8291,31.914,41.00,4.90,
48.8847,30.659,41.00,4.90,
48.9312,29.436,39.00,4.80,
48.9847,28.247,39.00,4.80,
49.0372,27.092,36.00,4.90,
49.0521,25.970,36.00,4.90,
49.1271,24.882,34.00,4.90,
49.1847,23.828,34.00,4.90,
49.2272,22.806,30.00,5.00,
49.2846,21.819,30.00,5.00,
49.3329,20.863,28.00,4.90,
49.3846,19.941,28.00,4.90,
49.4330,19.050,25.00,5.00,
49.4847,18.191,25.00,5.00,
49.5293,17.364,24.00,5.10,
49.5849,16.567,24.00,5.10,
49.6355,15.801,21.00,5.10,
49.6848,15.065,21.00,5.10,
49.7312,14.358,19.00,5.00,
49.7515,13.680,19.00,5.00,
49.8312,13.030,18.00,4.90,
49.8847,12.408,18.00,4.90,
49.9373,11.814,16.00,4.70,
49.9849,11.247,16.00,4.70,
50.0276,10.706,15.00,4.80,
50.0524,10.191,15.00,4.80,
50.1292,9.702,12.00,4.80,
50.1847,9.239,12.00,4.80,
50.2372,8.800,12.00,5.00,
50.2846,8.386,12.00,5.00,
50.3291,7.997,11.00,5.20,
50.3847,7.632,11.00,5.20,
50.4292,7.291,10.00,5.30,
50.4847,6.975,10.00,5.30,
50.5351,6.682,9.00,4.90,
50.5849,6.413,9.00,4.90,
50.6295,6.169,8.00,4.90,
50.6850,5.949,8.00,4.90,
50.7273,5.753,7.00,5.00,
50.7849,5.581,7.00,5.00,
50.8354,5.434,5.00,5.00,
50.8850,5.312,5.00,5.00,
50.9313,5.216,3.00,5.00,
50.9850,5.145,3.00,5.00,
51.0294,5.101,2.00,5.00,
51.0849,5.083,2.00,5.00,
51.1372,5.092,2.00,5.00,
51.1849,5.129,2.00,5.00,
51.2295,5.194,3.00,4.90,
51.2848,5.288,3.00,4.90,
51.3292,5.411,5.00,4.90,
51.3847,5.565,5.00,4.90,
51.4351,5.749,6.00,4.70,
51.4848,5.964,6.00,4.70,
51.5292,6.211,7.00,4.60,
51.5849,6.491,7.00,4.60,
51.6292,6.805,7.00,4.70,
51.6521,7.152,7.00,4.70,
51.7373,7.533,7.00,4.90,
51.7849,7.950,7.00,4.90,
51.8253,8.403,6.00,5.00,
51.8849,8.891,6.00,5.00,
51.9295,9.417,7.00,5.10,
51.9508,9.980,7.00,5.10,
52.0372,10.580,7.00,5.30,
52.0505,11.218,7.00,5.30,
52.1312,11.895,9.00,5.20,
52.1526,12.610,9.00,5.20,
52.2295,13.365,10.00,4.90,
52.2515,14.158,10.00,4.90,
52.3354,14.990,11.00,4.80,
52.3849,15.860,11.00,4.80,
52.4271,16.770,13.00,4.70,
52.4848,17.718,13.00,4.70,
52.5292,18.705,14.00,4.70,
52.5510,19.729,14.00,4.70,
52.6353,20.791,15.00,5.00,
52.6849,21.890,15.00,5.00,
52.7273,23.025,18.00,5.10,
52.7511,24.195,18.00,5.10,
52.8253,25.400,19.00,4.90,
52.8851,26.639,19.00,4.90,
52.9394,27.910,22.00,4.70,
52.9532,29.212,22.00,4.70,
53.0340,30.545,24.00,4.60,
53.0850,31.907,24.00,4.60,
53.1274,33.295,27.00,4.60,
53.1512,34.710,27.00,4.60,
53.2374,36.149,29.00,4.70,
53.2849,37.610,29.00,4.70,
53.3316,39.092,31.00,4.70,
53.3516,40.593,31.00,4.70,
53.4314,42.110,34.00,4.70,
53.4507,43.642,34.00,4.70,
53.5373,45.187,37.00,4.50,
53.5509,46.742,37.00,4.50,
53.6273,48.306,41.00,4.60,
53.6850,49.875,41.00,4.60,
53.7295,51.448,43.00,4.50,
53.7850,53.022,43.00,4.50,
53.8373,54.595,46.00,4.60,
53.8850,56.164,46.00,4.60,
53.9295,57.728,48.00,4.50,
53.9849,59.282,48.00,4.50,
54.0276,60.826,51.00,4.70,
54.0850,62.357,51.00,4.70,
54.1355,63.871,54.00,4.60,
54.1850,65.368,54.00,4.60,
54.2295,66.843,56.00,4.50,
54.2850,68.296,56.00,4.50,
54.3296,69.723,59.00,4.30,
54.3850,71.122,59.00,4.30,
54.4355,72.492,63.00,4.30,
54.4512,73.829,63.00,4.30,
54.5312,75.133,65.00,4.30,
54.5507,76.401,65.00,4.30,
54.6273,77.630,69.00,4.40,
54.6850,78.820,69.00,4.40,
54.7355,79.969,71.00,4.40,
54.7852,81.074,71.00,4.40,
54.8296,82.135,74.00,4.50,
54.8523,83.151,74.00,4.50,
54.9296,84.119,77.00,4.50,
54.9850,85.040,77.00,4.50,
55.0393,85.911,80.00,4.40,
55.0530,86.733,80.00,4.40,
55.1298,87.504,81.00,4.20,
55.1851,88.225,81.00,4.20,
55.2275,88.894,83.00,4.30,
55.2849,89.512,83.00,4.30,
55.3374,90.079,85.00,4.50,
55.3529,90.595,85.00,4.50,
55.4273,91.059,86.00,4.50,
55.4849,91.474,86.00,4.50,
55.5255,91.839,88.00,4.40,
55.5849,92.155,88.00,4.40,
55.6372,92.423,89.00,4.40,
55.6850,92.645,89.00,4.40,
55.7295,92.822,91.00,4.40,
55.7514,92.954,91.00,4.40,
55.8295,93.044,91.00,4.30,
55.8523,93.094,91.00,4.30,
55.9354,93.106,92.00,4.40,
55.9515,93.081,92.00,4.40,
56.0273,93.022,92.00,4.50,
56.0851,92.931,92.00,4.50,
56.1318,92.810,93.00,4.60,
56.1851,92.663,93.00,4.60,
56.2355,92.492,93.00,4.50,
56.2852,92.300,93.00,4.50,
56.3296,92.089,92.00,4.40,
56.3852,91.862,92.00,4.40,
56.4296,91.624,92.00,4.40,
56.4532,91.376,92.00,4.40,
56.5355,91.122,92.00,4.50,
56.5850,90.865,92.00,4.50,
56.6293,90.608,91.00,4.60,
56.6850,90.356,91.00,4.60,
56.7294,90.110,92.00,4.60,
56.7851,89.874,92.00,4.60,
56.8355,89.653,91.00,4.40,
56.8853,89.448,91.00,4.40,
56.9296,89.263,91.00,4.40,
56.9529,89.101,91.00,4.40,
57.0315,88.966,91.00,4.40,
57.0852,88.861,91.00,4.40,
57.1396,88.788,90.00,4.50,
57.1531,88.751,90.00,4.50,
57.2295,88.752,90.00,4.50,
57.2851,88.794,90.00,4.50,
57.3275,88.880,89.00,4.60,
57.3510,89.012,89.00,4.60,
57.4393,89.192,89.00,4.50,
57.4531,89.424,89.00,4.50,
57.5294,89.708,89.00,4.40,
57.5511,90.047,89.00,4.40,
57.6296,90.442,89.00,4.30,
57.6849,90.895,89.00,4.30,
57.7354,91.407,90.00,4.40,
57.7850,91.980,90.00,4.40,
57.8295,92.613,90.00,4.40,
57.8853,93.309,90.00,4.40,
57.9335,94.068,90.00,4.40,
57.9852,94.889,90.00,4.40,
58.0356,95.773,91.00,4.50,
58.0851,96.720,91.00,4.50,
58.1296,97.730,92.00,4.50,
58.1851,98.801,92.00,4.50,
58.2257,99.934,93.00,4.40,
58.2851,101.126,93.00,4.40,
58.3355,102.377,95.00,4.20,
58.3519,103.685,95.00,4.20,
58.4315,105.049,97.00,4.20,
58.4851,106.467,97.00,4.20,
58.5295,107.936,100.00,4.20,
58.5851,109.453,100.00,4.20,
58.6376,111.018,102.00,4.10,
58.6853,112.626,102.00,4.10,
58.7254,114.275,104.00,4.20,
58.7849,115.961,104.00,4.20,
58.8294,117.681,107.00,4.20,
58.8852,119.432,107.00,4.20,
58.9377,121.211,110.00,4.20,
58.9852,123.012,110.00,4.20,
59.0297,124.832,113.00,4.20,
59.0512,126.667,113.00,4.20,
59.1295,128.513,116.00,4.10,
59.1852,130.365,116.00,4.10,
59.2396,132.219,120.00,4.00,
59.2532,134.071,120.00,4.00,
59.3337,135.915,123.00,4.00,
59.3510,137.747,123.00,4.00,
59.4316,139.562,127.00,4.10,
59.4533,141.356,127.00,4.10,
59.5354,143.123,131.00,4.00,
59.5851,144.859,131.00,4.00,
59.6275,146.560,135.00,4.10,
59.6852,148.219,135.00,4.10,
59.7297,149.833,138.00,4.20,
59.7521,151.396,138.00,4.20,
59.8355,152.905,141.00,4.10,
59.8850,154.355,141.00,4.10,
59.9276,155.740,145.00,4.10,
59.9530,157.057,145.00,4.10,
60.0297,158.302,148.00,4.10,
60.0851,159.470,148.00,4.10,
60.1357,160.557,151.00,4.10,
60.1527,161.560,151.00,4.10,
60.2278,162.475,154.00,4.10,
60.2854,163.299,154.00,4.10,
60.3278,164.028,157.00,4.10,
60.3527,164.659,157.00,4.10,
60.4356,165.190,159.00,4.20,
60.4518,165.617,159.00,4.20,
60.5296,165.939,161.00,4.20,
60.5510,166.153,161.00,4.20,
60.6257,166.257,163.00,4.20,
60.6531,166.251,163.00,4.20,
60.7418,166.131,164.00,4.20,
60.7526,165.899,164.00,4.20,
60.8295,165.551,165.00,4.20,
60.8851,165.089,165.00,4.20,
60.9295,164.512,165.00,4.20,
60.9832,163.820,165.00,4.20,
61.0357,163.013,166.00,4.20,
61.0853,162.092,166.00,4.20,
61.1297,161.057,165.00,4.20,
61.1528,159.911,165.00,4.20,
61.2297,158.654,164.00,4.30,
61.2834,157.289,164.00,4.30,
61.3337,155.817,163.00,4.30,
61.3535,154.241,163.00,4.30,
61.4338,152.563,161.00,4.40,
61.4832,150.787,161.00,4.40,
61.5295,148.915,158.00,4.50,
61.5831,146.951,158.00,4.50,
61.6315,144.898,156.00,4.40,
61.6526,142.761,156.00,4.40,
61.7338,140.543,153.00,4.30,
61.7833,138.249,153.00,4.30,
61.8277,135.884,149.00,4.50,
61.8831,133.451,149.00,4.50,
61.9335,130.957,146.00,4.50,
61.9831,128.405,146.00,4.50,
62.0317,125.803,142.00,4.50,
62.0834,123.153,142.00,4.50,
62.1298,120.463,138.00,4.50,
62.1851,117.738,138.00,4.50,
62.2376,114.984,132.00,4.70,
62.2527,112.205,132.00,4.70,
62.3297,109.410,127.00,4.70,
62.3833,106.602,127.00,4.70,
62.4297,103.788,121.00,4.80,
62.4835,100.974,121.00,4.80,
62.5357,98.167,117.00,4.70,
62.5833,95.371,117.00,4.70,
62.6297,92.594,111.00,4.50,
62.6833,89.840,111.00,4.50,
62.7298,87.116,106.00,4.50,
62.7518,84.427,106.00,4.50,
62.8357,81.780,101.00,4.80,
62.8833,79.179,101.00,4.80,
62.9295,76.630,94.00,4.90,
62.9832,74.138,94.00,4.90,
63.0296,71.709,90.00,5.00,
63.0832,69.347,90.00,5.00,
63.1338,67.057,84.00,4.70,
63.1835,64.844,84.00,4.70,
63.2257,62.712,79.00,4.60,
63.2833,60.665,79.00,4.60,
63.3258,58.707,75.00,4.70,
63.3835,56.842,75.00,4.70,
63.4336,55.073,69.00,4.90,
63.4832,53.403,69.00,4.90,
63.5297,51.836,65.00,5.00,
63.5833,50.373,65.00,5.00,
63.6277,49.017,61.00,4.90,
63.6832,47.771,61.00,4.90,
63.7356,46.636,58.00,4.80,
63.7833,45.612,58.00,4.80,
63.8296,44.703,54.00,4.80,
63.8833,43.907,54.00,4.80,
63.9297,43.226,52.00,4.70,
63.9507,42.660,52.00,4.70,
64.0357,42.209,49.00,4.80,
64.0832,41.872,49.00,4.80,
64.1298,41.649,47.00,4.90,
64.1841,41.539,47.00,4.90,
64.2297,41.540,45.00,4.80,
64.2833,41.650,45.00,4.80,
64.3378,41.868,44.00,5.00,
64.3832,42.192,44.00,5.00,
64.4298,42.618,43.00,4.80,
64.4833,43.145,43.00,4.80,
64.5277,43.769,43.00,4.70,
64.5832,44.487,43.00,4.70,
64.6337,45.295,43.00,4.60,
64.6834,46.190,43.00,4.60,
64.7259,47.168,43.00,4.50,
64.7835,48.224,43.00,4.50,
64.8277,49.354,45.00,4.70,
64.8833,50.553,45.00,4.70,
64.9337,51.817,46.00,4.60,
64.9523,53.141,46.00,4.60,
65.0308,54.520,48.00,4.70,
65.0833,55.948,48.00,4.70,
65.1298,57.421,50.00,4.50,
65.1833,58.932,50.00,4.50,
65.2337,60.477,52.00,4.50,
65.2833,62.050,52.00,4.50,
65.3279,63.645,54.00,4.40,
65.3526,65.257,54.00,4.40,
65.4299,66.880,57.00,4.40,
65.4533,68.509,57.00,4.40,
65.5359,70.138,61.00,4.40,
65.5832,71.760,61.00,4.40,
65.6297,73.372,63.00,4.40,
65.6833,74.967,63.00,4.40,
65.7259,76.540,66.00,4.40,
65.7527,78.086,66.00,4.40,
65.8360,79.599,69.00,4.40,
65.8518,81.074,69.00,4.40,
65.9301,82.507,72.00,4.40,
65.9835,83.893,72.00,4.40,
66.0319,85.227,75.00,4.40,
66.0533,86.504,75.00,4.40,
66.1317,87.722,78.00,4.30,
66.1833,88.874,78.00,4.30,
66.2298,89.959,81.00,4.30,
66.2833,90.971,81.00,4.30,
66.3298,91.908,84.00,4.30,
66.3833,92.767,84.00,4.30,
66.4338,93.545,86.00,4.30,
66.4834,94.239,86.00,4.30,
66.5298,94.846,88.00,4.40,
66.5834,95.366,88.00,4.40,
66.6298,95.795,90.00,4.50,
66.6833,96.133,90.00,4.50,
66.7345,96.378,92.00,4.40,
66.7529,96.529,92.00,4.40,
66.8298,96.586,93.00,4.40,
66.8834,96.549,93.00,4.40,
66.9299,96.416,94.00,4.30,
66.9834,96.189,94.00,4.30,
67.0350,95.868,95.00,4.40,
67.0534,95.454,95.00,4.40,
67.1277,94.947,95.00,4.50,
67.1833,94.349,95.00,4.50,
67.2297,93.662,95.00,4.50,
67.2835,92.888,95.00,4.50,
67.3379,92.028,95.00,4.50,
67.3513,91.085,95.00,4.50,
67.4300,90.062,94.00,4.40,
67.4836,88.961,94.00,4.40,
67.5299,87.786,94.00,4.50,
67.5838,86.539,94.00,4.50,
67.6358,85.225,92.00,4.50,
67.6834,83.847,92.00,4.50,
67.7299,82.408,91.00,4.60,
67.7516,80.914,91.00,4.60,
67.8278,79.367,89.00,4.70,
67.8521,77.773,89.00,4.70,
67.9340,76.136,85.00,4.70,
67.9514,74.460,85.00,4.70,
68.0322,72.750,82.00,4.90,
68.0837,71.011,82.00,4.90,
68.1261,69.248,79.00,4.90,
68.1833,67.465,79.00,4.90,
68.2318,65.668,76.00,4.90,
68.2833,63.861,76.00,4.90,
68.3298,62.050,73.00,4.60,
68.3833,60.240,73.00,4.60,
68.4299,58.435,70.00,4.60,
68.4834,56.640,70.00,4.60,
68.5344,54.861,67.00,4.80,
68.5835,53.102,67.00,4.80,
68.6319,51.369,63.00,4.80,
68.6834,49.665,63.00,4.80,
68.7300,47.995,60.00,5.10,
68.7834,46.365,60.00,5.10,
68.8359,44.777,56.00,4.80,
68.8526,43.238,56.00,4.80,
68.9300,41.750,53.00,5.00,
68.9839,40.318,53.00,5.00,
69.0261,38.945,50.00,4.80,
69.0531,37.636,50.00,4.80,
69.1338,36.393,46.00,4.80,
69.1835,35.220,46.00,4.80,
69.2278,34.120,43.00,4.90,
69.2834,33.096,43.00,4.90,
69.3299,32.150,40.00,4.80,
69.3835,31.285,40.00,4.80,
69.4381,30.503,37.00,4.90,
69.4835,29.806,37.00,4.90,
69.5299,29.196,36.00,5.00,
69.5835,28.674,36.00,5.00,
69.6279,28.242,33.00,5.00,
69.6834,27.900,33.00,5.00,
69.7338,27.649,31.00,4.70,
69.7834,27.490,31.00,4.70,
69.8299,27.423,31.00,4.90,
69.8835,27.448,31.00,4.90,
69.9300,27.566,29.00,4.80,
69.9836,27.774,29.00,4.80,
70.0339,28.074,29.00,4.90,
70.0834,28.463,29.00,4.90,
70.1304,28.942,28.00,4.80,
70.1835,29.508,28.00,4.80,
70.2301,30.160,29.00,4.90,
70.2834,30.896,29.00,4.90,
70.3359,31.714,28.00,4.80,
70.3835,32.613,28.00,4.80,
70.4300,33.589,29.00,4.70,
70.4835,34.641,29.00,4.70,
70.5280,35.765,30.00,5.00,
70.5836,36.960,30.00,5.00,
70.6340,38.221,32.00,4.90,
70.6531,39.546,32.00,4.90,
70.7279,40.931,34.00,4.60,
70.7834,42.374,34.00,4.60,
70.8299,43.870,36.00,4.70,
70.8834,45.416,36.00,4.70,
70.9381,47.009,38.00,4.60,
70.9837,48.645,38.00,4.60,
71.0302,50.320,41.00,4.60,
71.0512,52.031,41.00,4.60,
71.1262,53.772,43.00,4.50,
71.1837,55.541,43.00,4.50,
71.2361,57.334,47.00,4.50,
71.2517,59.147,47.00,4.50,
71.3278,60.975,50.00,4.50,
71.3835,62.815,50.00,4.50,
71.4300,64.664,54.00,4.50,
71.4837,66.517,54.00,4.50,
71.5342,68.371,57.00,4.40,
71.5518,70.221,57.00,4.40,
71.6303,72.065,60.00,4.40,
71.6536,73.899,60.00,4.40,
71.7279,75.719,64.00,4.40,
71.7836,77.522,64.00,4.40,
71.8339,79.305,67.00,4.30,
71.8835,81.065,67.00,4.30,
71.9299,82.799,71.00,4.30,
71.9835,84.503,71.00,4.30,
72.0300,86.175,74.00,4.40,
72.0836,87.814,74.00,4.40,
72.1340,89.415,78.00,4.40,
72.1835,90.977,78.00,4.40,
72.2300,92.498,81.00,4.40,
72.2836,93.975,81.00,4.40,
72.3281,95.408,84.00,4.30,
72.3836,96.793,84.00,4.30,
72.4340,98.131,87.00,4.20,
72.4836,99.419,87.00,4.20,
72.5300,100.656,90.00,4.20,
72.5836,101.842,90.00,4.20,
72.6260,102.975,93.00,4.20,
72.6836,104.055,93.00,4.20,
72.7360,105.082,96.00,4.30,
72.7835,106.054,96.00,4.30,
72.8300,106.973,99.00,4.30,
72.8523,107.838,99.00,4.30,
72.9321,108.649,101.00,4.30,
72.9835,109.406,101.00,4.30,
73.0341,110.110,104.00,4.30,
73.0837,110.762,104.00,4.30,
73.1301,111.362,106.00,4.20,
73.1837,111.911,106.00,4.20,
73.2301,112.410,108.00,4.20,
73.2836,112.861,108.00,4.20,
73.3341,113.264,109.00,4.30,
73.3837,113.620,109.00,4.30,
73.4301,113.932,110.00,4.30,
73.4514,114.201,110.00,4.30,
73.5301,114.427,112.00,4.30,
73.5836,114.614,112.00,4.30,
73.6342,114.762,112.00,4.40,
73.6837,114.874,112.00,4.40,
73.7260,114.951,113.00,4.30,
73.7835,114.995,113.00,4.30,
73.8301,115.007,114.00,4.30,
73.8836,114.991,114.00,4.30,
73.9340,114.948,114.00,4.30,
73.9836,114.879,114.00,4.30,
74.0302,114.787,114.00,4.40,
74.0844,114.673,114.00,4.40,
74.1303,114.541,115.00,4.40,
74.1840,114.390,115.00,4.40,
74.2363,114.224,115.00,4.40,
74.2838,114.044,115.00,4.40,
74.3303,113.851,114.00,4.30,
74.3838,113.648,114.00,4.30,
74.4304,113.436,114.00,4.30,
74.4506,113.217,114.00,4.30,
74.5361,112.993,114.00,4.40,
74.5837,112.763,114.00,4.40,
74.6303,112.531,114.00,4.30,
74.6842,112.297,114.00,4.30,
74.7303,112.063,113.00,4.30,
74.7839,111.829,113.00,4.30,
74.8362,111.597,113.00,4.40,
74.8841,111.366,113.00,4.40,
74.9263,111.139,113.00,4.40,
74.9522,110.916,113.00,4.40,
75.0302,110.697,112.00,4.40,
75.0509,110.483,112.00,4.40,
75.1343,110.273,112.00,4.30,
75.1514,110.069,112.00,4.30,
75.2322,109.871,111.00,4.40,
75.2527,109.677,111.00,4.40,
75.3303,109.489,111.00,4.50,
75.3846,109.306,111.00,4.50,
75.4403,109.127,110.00,4.40,
75.4529,108.953,110.00,4.40,
75.5301,108.783,110.00,4.30,
75.5837,108.615,110.00,4.30,
75.6301,108.450,110.00,4.30,
75.6838,108.287,110.00,4.30,
75.7341,108.124,109.00,4.40,
75.7837,107.960,109.00,4.40,
75.8261,107.796,109.00,4.40,
75.8838,107.628,109.00,4.40,
75.9264,107.457,109.00,4.40,
75.9839,107.281,109.00,4.40,
76.0385,107.099,109.00,4.40,
76.0534,106.909,109.00,4.40,
76.1264,106.710,108.00,4.40,
76.1519,106.500,108.00,4.40,
76.2262,106.279,107.00,4.40,
76.2521,106.044,107.00,4.40,
76.3365,105.794,107.00,4.40,
76.3514,105.527,107.00,4.40,
76.4304,105.243,106.00,4.40,
76.4528,104.939,106.00,4.40,
76.5281,104.614,106.00,4.40,
76.5837,104.267,106.00,4.40,
76.6342,103.896,106.00,4.40,
76.6837,103.499,106.00,4.40,
76.7303,103.076,105.00,4.40,
76.7839,102.625,105.00,4.40,
76.8265,102.145,105.00,4.30,
76.8845,101.634,105.00,4.30,
76.9384,101.092,104.00,4.50,
76.9840,100.517,104.00,4.50,
77.0286,99.909,103.00,4.50,
77.0854,99.265,103.00,4.50,
77.1305,98.587,102.00,4.40,
77.1844,97.872,102.00,4.40,
77.2405,97.121,101.00,4.40,
77.2530,96.332,101.00,4.40,
77.3326,95.505,100.00,4.40,
77.3534,94.641,100.00,4.40,
77.4326,93.738,98.00,4.50,
77.4534,92.796,98.00,4.50,
