t_s,cmd_hz,meas_hz,meas_a,v_meas
4.8592,100.000,100.00,4.40,
4.8717,100.000,100.00,4.40,
4.9493,100.000,100.00,4.30,
4.9506,100.000,100.00,4.30,
5.0475,100.000,100.00,4.20,
5.0511,100.005,100.00,4.20,
5.1615,100.030,100.00,4.30,
5.1744,100.085,100.00,4.30,
5.2494,100.168,100.00,4.30,
5.2506,100.271,100.00,4.30,
5.3475,100.388,100.00,4.40,
5.3512,100.508,100.00,4.40,
5.4612,100.622,100.00,4.40,
5.4744,100.723,100.00,4.40,
5.5473,100.802,100.00,4.30,
5.5511,100.853,100.00,4.30,
5.6473,100.871,101.00,4.30,
5.6511,100.851,101.00,4.30,
5.7613,100.792,101.00,4.20,
5.7738,100.689,101.00,4.20,
5.8474,100.543,100.00,4.30,
5.8511,100.351,100.00,4.30,
5.9494,100.115,100.00,4.40,
5.9506,99.833,100.00,4.40,
6.0617,99.509,100.00,4.50,
6.0763,99.143,100.00,4.50,
6.1476,98.737,100.00,4.50,
6.1512,98.294,100.00,4.50,
6.2494,97.818,99.00,4.40,
6.2505,97.310,99.00,4.40,
6.3595,96.776,99.00,4.40,
6.3742,96.218,99.00,4.40,
6.4474,95.641,98.00,4.40,
6.4507,95.050,98.00,4.40,
6.5473,94.449,97.00,4.50,
6.5510,93.843,97.00,4.50,
6.6595,93.237,97.00,4.60,
6.6723,92.636,97.00,4.60,
6.7494,92.045,95.00,4.50,
6.7506,91.470,95.00,4.50,
6.8474,90.915,94.00,4.40,
6.8511,90.387,94.00,4.40,
6.9496,89.889,93.00,4.50,
6.9640,89.427,93.00,4.50,
7.0474,89.007,92.00,4.50,
7.0511,88.633,92.00,4.50,
7.1475,88.310,91.00,4.60,
7.1512,88.043,91.00,4.60,
7.2615,87.835,90.00,4.60,
7.2741,87.691,90.00,4.60,
7.3475,87.615,89.00,4.40,
7.3511,87.611,89.00,4.40,
7.4475,87.681,89.00,4.30,
7.4512,87.829,89.00,4.30,
7.5613,88.058,89.00,4.30,
7.5737,88.369,89.00,4.30,
7.6473,88.764,89.00,4.30,
7.6511,89.245,89.00,4.30,
7.7474,89.812,89.00,4.40,
7.7511,90.468,89.00,4.40,
7.8615,91.210,90.00,4.40,
7.8742,92.041,90.00,4.40,
7.9475,92.957,90.00,4.40,
7.9512,93.960,90.00,4.40,
8.0497,95.046,91.00,4.30,
8.0506,96.214,91.00,4.30,
8.1616,97.461,92.00,4.30,
8.1743,98.784,92.00,4.30,
8.2494,100.180,93.00,4.20,
8.2505,101.645,93.00,4.20,
8.3494,103.175,95.00,4.30,
8.3505,104.765,95.00,4.30,
8.4616,106.409,98.00,4.20,
8.4740,108.104,98.00,4.20,
8.5473,109.842,100.00,4.10,
8.5510,111.618,100.00,4.10,
8.6474,113.425,103.00,4.10,
8.6510,115.257,103.00,4.10,
8.7595,117.106,106.00,4.00,
8.7722,118.966,106.00,4.00,
8.8496,120.829,109.00,4.00,
8.8505,122.688,109.00,4.00,
8.9517,124.535,113.00,4.00,
8.9524,126.363,113.00,4.00,
9.0616,128.164,116.00,4.00,
9.0762,129.933,116.00,4.00,
9.1477,131.675,120.00,4.00,
9.1511,133.397,120.00,4.00,
9.2476,135.101,123.00,4.00,
9.2512,136.788,123.00,4.00,
9.3616,138.457,127.00,4.00,
9.3766,140.107,127.00,4.00,
9.4475,141.736,130.00,4.00,
9.4510,143.342,130.00,4.00,
9.5476,144.921,134.00,4.00,
9.5511,146.472,134.00,4.00,
9.6594,147.990,137.00,4.00,
9.6718,149.474,137.00,4.00,
9.7476,150.920,140.00,4.00,
9.7510,152.325,140.00,4.00,
9.8494,153.686,143.00,4.00,
9.8504,155.000,143.00,4.00,
9.9596,156.263,147.00,4.10,
9.9724,157.473,147.00,4.10,
10.0504,158.626,150.00,4.00,
10.0507,159.720,150.00,4.00,
10.1475,160.750,152.00,4.00,
10.1510,161.715,152.00,4.00,
10.2595,162.611,155.00,4.00,
10.2718,163.435,155.00,4.00,
10.3476,164.184,157.00,4.10,
10.3510,164.856,157.00,4.10,
10.4476,165.447,159.00,4.10,
10.4510,165.955,159.00,4.10,
10.5614,166.376,162.00,4.10,
10.5738,166.710,162.00,4.10,
10.6474,166.952,163.00,4.10,
10.6510,167.101,163.00,4.10,
10.7475,167.154,164.00,4.10,
10.7509,167.109,164.00,4.10,
10.8616,166.963,166.00,4.10,
10.8740,166.716,166.00,4.10,
10.9497,166.364,166.00,4.10,
10.9506,165.907,166.00,4.10,
11.0497,165.341,166.00,4.20,
11.0506,164.667,166.00,4.20,
11.1597,163.883,166.00,4.20,
11.1725,162.987,166.00,4.20,
11.2476,161.979,166.00,4.30,
11.2511,160.857,166.00,4.30,
11.3496,159.622,164.00,4.30,
11.3505,158.271,164.00,4.30,
11.4616,156.806,163.00,4.40,
11.4743,155.225,163.00,4.40,
11.5497,153.530,161.00,4.30,
11.5505,151.720,161.00,4.30,
11.6496,149.795,159.00,4.40,
11.6505,147.756,159.00,4.40,
11.7595,145.605,156.00,4.30,
11.7720,143.341,156.00,4.30,
11.8496,140.967,154.00,4.40,
11.8505,138.484,154.00,4.40,
11.9477,135.892,150.00,4.40,
11.9511,133.195,150.00,4.40,
12.0517,130.394,146.00,4.60,
12.0644,127.492,146.00,4.60,
12.1477,124.490,141.00,4.50,
12.1511,121.393,141.00,4.50,
12.2498,118.201,136.00,4.50,
12.2505,114.919,136.00,4.50,
12.3617,111.550,131.00,4.70,
12.3743,108.098,131.00,4.70,
12.4477,104.565,125.00,4.70,
12.4512,100.956,125.00,4.70,
12.5477,97.275,119.00,4.70,
12.5511,93.527,119.00,4.70,
12.6615,89.715,113.00,4.60,
12.6740,85.844,113.00,4.60,
12.7476,81.918,106.00,4.70,
12.7509,77.944,106.00,4.70,
12.8476,73.925,99.00,4.80,
12.8510,69.868,99.00,4.80,
12.9617,65.776,91.00,5.00,
12.9742,61.657,91.00,5.00,
13.0498,57.515,83.00,5.00,
13.0506,53.355,83.00,5.00,
13.1495,49.185,76.00,5.00,
13.1506,45.008,76.00,5.00,
13.2597,40.833,68.00,5.00,
13.2726,36.664,68.00,5.00,
13.3477,32.507,60.00,5.00,
13.3512,28.369,60.00,5.00,
13.4498,24.255,51.00,5.00,
13.4505,20.173,51.00,5.00,
13.5598,16.127,43.00,5.20,
13.5726,12.125,43.00,5.20,
13.6477,8.172,34.00,5.20,
13.6509,4.274,34.00,5.20,
13.7475,0.437,26.00,5.20,
13.7509,0.000,26.00,5.20,
13.8596,0.000,18.00,5.10,
13.8720,0.000,18.00,5.10,
13.9477,0.000,10.00,5.00,
13.9511,0.000,10.00,5.00,
14.0478,0.000,5.00,4.90,
14.0512,0.000,5.00,4.90,
14.1617,0.000,2.00,4.80,
14.1766,0.000,2.00,4.80,
14.2477,0.000,0.00,4.90,
14.2509,0.000,0.00,4.90,
14.3478,0.000,1.00,4.90,
14.3511,0.000,1.00,4.90,
14.4619,0.000,1.00,4.90,
14.4763,0.000,1.00,4.90,
14.5477,0.000,1.00,4.90,
14.5511,0.000,1.00,4.90,
14.6477,0.000,1.00,5.00,
14.6510,0.000,1.00,5.00,
14.7597,0.000,1.00,5.00,
14.7721,0.000,1.00,5.00,
14.8476,0.000,1.00,5.00,
14.8510,0.000,1.00,5.00,
14.9497,0.000,1.00,4.90,
14.9504,0.000,1.00,4.90,
15.0599,0.000,1.00,5.00,
15.0746,0.000,1.00,5.00,
15.1477,0.000,1.00,4.90,
15.1510,0.000,1.00,4.90,
15.2477,0.000,0.00,4.90,
15.2505,0.000,0.00,4.90,
15.3598,0.000,0.00,5.00,
15.3726,0.000,0.00,5.00,
15.4498,0.000,0.00,4.90,
15.4505,0.000,0.00,4.90,
15.5478,0.000,0.00,5.00,
15.5511,0.000,0.00,5.00,
15.6498,0.000,0.00,5.10,
15.6621,0.000,0.00,5.10,
15.7478,0.000,0.00,5.00,
15.7510,0.000,0.00,5.00,
15.8477,0.000,0.00,5.10,
15.8510,0.000,0.00,5.10,
15.9617,0.000,0.00,5.10,
15.9745,0.000,0.00,5.10,
16.0480,0.000,0.00,5.00,
16.0510,0.000,0.00,5.00,
16.1479,0.000,0.00,5.00,
16.1510,0.000,0.00,5.00,
16.2598,0.000,1.00,5.10,
16.2728,0.000,1.00,5.10,
16.3479,0.000,1.00,5.10,
16.3511,0.000,1.00,5.10,
16.4499,0.000,1.00,5.00,
16.4505,0.000,1.00,5.00,
16.5598,0.000,1.00,5.00,
16.5727,0.000,1.00,5.00,
16.6479,2.123,1.00,5.00,
16.6506,5.890,1.00,5.00,
16.7478,9.705,1.00,5.00,
16.7510,13.561,1.00,5.00,
16.8598,17.452,1.00,5.10,
16.8722,21.371,1.00,5.10,
16.9498,25.312,4.00,5.10,
16.9504,29.267,4.00,5.10,
17.0480,33.232,11.00,5.00,
17.0511,37.198,11.00,5.00,
17.1499,41.160,18.00,4.80,
17.1623,45.111,18.00,4.80,
17.2479,49.045,27.00,4.60,
17.2511,52.956,27.00,4.60,
17.3479,56.838,35.00,4.10,
17.3511,60.685,35.00,4.10,
17.4620,64.491,42.00,4.00,
17.4768,68.250,42.00,4.00,
17.5479,71.957,50.00,4.10,
17.5510,75.607,50.00,4.10,
17.6479,79.194,58.00,4.20,
17.6508,82.714,58.00,4.20,
17.7619,86.162,66.00,4.20,
17.7748,89.533,66.00,4.20,
17.8479,92.824,73.00,4.10,
17.8510,96.030,73.00,4.10,
17.9477,99.147,79.00,4.10,
17.9509,102.171,79.00,4.10,
18.0619,105.101,86.00,4.10,
18.0744,107.931,86.00,4.10,
18.1481,110.660,92.00,4.00,
18.1511,113.286,92.00,4.00,
18.2499,115.805,98.00,4.00,
18.2504,118.217,98.00,4.00,
18.3600,120.518,104.00,4.10,
18.3727,122.709,104.00,4.10,
18.4479,124.787,109.00,4.10,
18.4510,126.752,109.00,4.10,
18.5500,128.603,114.00,4.10,
18.5506,130.340,114.00,4.10,
18.6641,131.964,119.00,4.10,
18.6789,133.473,119.00,4.10,
18.7479,134.869,123.00,4.10,
18.7509,136.153,123.00,4.10,
18.8479,137.325,127.00,4.10,
18.8510,138.388,127.00,4.10,
18.9600,139.341,130.00,4.10,
18.9720,140.188,130.00,4.10,
19.0478,140.930,133.00,4.10,
19.0510,141.569,133.00,4.10,
19.1480,142.108,136.00,4.20,
19.1511,142.549,136.00,4.20,
19.2619,142.896,138.00,4.20,
19.2763,143.151,138.00,4.20,
19.3479,143.318,140.00,4.20,
19.3511,143.400,140.00,4.20,
19.4480,143.400,141.00,4.20,
19.4510,143.322,141.00,4.20,
19.5620,143.171,142.00,4.20,
19.5748,142.949,142.00,4.20,
19.6479,142.661,143.00,4.20,
19.6511,142.311,143.00,4.20,
19.7479,141.903,143.00,4.20,
19.7510,141.442,143.00,4.20,
19.8600,140.931,143.00,4.20,
19.8729,140.376,143.00,4.20,
19.9480,139.781,142.00,4.30,
19.9511,139.149,142.00,4.30,
20.0499,138.486,141.00,4.40,
20.0503,137.796,141.00,4.40,
20.1600,137.083,141.00,4.30,
20.1730,136.352,141.00,4.30,
20.2500,135.607,140.00,4.20,
20.2505,134.852,140.00,4.20,
20.3480,134.091,138.00,4.30,
20.3511,133.330,138.00,4.30,
20.4600,132.571,137.00,4.30,
20.4725,131.818,137.00,4.30,
20.5500,131.076,136.00,4.30,
20.5506,130.348,136.00,4.30,
20.6480,129.638,135.00,4.40,
20.6511,128.948,135.00,4.40,
20.7498,128.284,133.00,4.40,
20.7621,127.647,133.00,4.40,
20.8480,127.040,131.00,4.50,
20.8510,126.467,131.00,4.50,
20.9481,125.930,130.00,4.40,
20.9510,125.432,130.00,4.40,
21.0599,124.975,128.00,4.20,
21.0723,124.560,128.00,4.20,
21.1479,124.191,127.00,4.20,
21.1509,123.868,127.00,4.20,
21.2479,123.593,127.00,4.20,
21.2509,123.368,127.00,4.20,
21.3621,123.193,126.00,4.30,
21.3753,123.070,126.00,4.30,
21.4479,122.999,124.00,4.30,
21.4509,122.982,124.00,4.30,
21.5500,123.017,124.00,4.40,
21.5505,123.106,124.00,4.40,
21.6600,123.249,124.00,4.40,
21.6727,123.444,124.00,4.40,
21.7541,123.693,123.00,4.30,
21.7546,123.994,123.00,4.30,
21.8501,124.346,123.00,4.20,
21.8505,124.749,123.00,4.20,
21.9602,125.201,124.00,4.10,
21.9730,125.702,124.00,4.10,
22.0493,126.250,124.00,4.10,
22.0505,126.843,124.00,4.10,
22.1479,127.480,125.00,4.10,
22.1509,128.159,125.00,4.10,
22.2608,128.879,126.00,4.10,
22.2746,129.636,126.00,4.10,
22.3501,130.430,127.00,4.10,
22.3507,131.258,127.00,4.10,
22.4480,132.117,128.00,4.20,
22.4509,133.005,128.00,4.20,
22.5601,133.921,129.00,4.20,
22.5726,134.861,129.00,4.20,
22.6481,135.823,130.00,4.20,
22.6510,136.804,130.00,4.20,
22.7481,137.802,132.00,4.10,
22.7510,138.815,132.00,4.10,
22.8620,139.839,133.00,4.10,
22.8765,140.873,133.00,4.10,
22.9481,141.913,135.00,4.10,
22.9508,142.958,135.00,4.10,
23.0481,144.004,137.00,4.20,
23.0509,145.049,137.00,4.20,
23.1620,146.090,139.00,4.10,
23.1744,147.127,139.00,4.10,
23.2480,148.155,141.00,4.10,
23.2509,149.174,141.00,4.10,
23.3481,150.180,143.00,4.10,
23.3510,151.171,143.00,4.10,
23.4602,152.147,145.00,4.10,
23.4726,153.105,145.00,4.10,
23.5480,154.043,147.00,4.10,
23.5509,154.959,147.00,4.10,
23.6502,155.852,149.00,4.10,
23.6508,156.721,149.00,4.10,
23.7602,157.565,151.00,4.10,
23.7731,158.382,151.00,4.10,
23.8481,159.170,153.00,4.10,
23.8509,159.931,153.00,4.10,
23.9483,160.661,155.00,4.10,
23.9510,161.362,155.00,4.10,
24.0624,162.032,157.00,4.10,
24.0766,162.671,157.00,4.10,
24.1502,163.279,158.00,4.10,
24.1506,163.855,158.00,4.10,
24.2601,164.401,160.00,4.10,
24.2723,164.915,160.00,4.10,
24.3902,165.398,162.00,4.10,
24.4358,165.851,162.00,4.10,
24.4882,166.275,163.00,4.10,
24.5004,166.669,163.00,4.10,
24.5940,167.034,164.00,4.20,
24.6066,167.372,164.00,4.20,
24.7022,167.683,165.00,4.10,
24.7146,167.969,165.00,4.10,
24.8082,168.230,166.00,4.10,
24.8226,168.468,166.00,4.10,
24.8921,168.685,166.00,4.10,
24.9045,168.880,166.00,4.10,
24.9883,169.057,167.00,4.10,
25.0040,169.216,167.00,4.10,
25.0542,169.359,168.00,4.10,
25.0857,169.488,168.00,4.10,
25.1280,169.603,168.00,4.10,
25.1836,169.708,168.00,4.10,
25.2300,169.803,169.00,4.10,
25.2837,169.891,169.00,4.10,
25.3440,169.972,169.00,4.10,
25.3519,170.049,169.00,4.10,
25.4320,170.123,169.00,4.10,
25.4838,170.196,169.00,4.10,
25.5302,170.269,170.00,4.20,
25.5837,170.345,170.00,4.20,
25.6382,170.424,170.00,4.20,
25.6838,170.508,170.00,4.20,
25.7281,170.599,170.00,4.10,
25.7837,170.698,170.00,4.10,
25.8301,170.806,170.00,4.10,
25.8835,170.924,170.00,4.10,
25.9340,171.054,170.00,4.10,
25.9836,171.197,170.00,4.10,
26.0301,171.353,170.00,4.10,
26.0836,171.524,170.00,4.10,
26.1302,171.710,170.00,4.20,
26.1836,171.912,170.00,4.20,
26.2361,172.131,171.00,4.20,
26.2836,172.367,171.00,4.20,
26.3281,172.619,171.00,4.10,
26.3836,172.890,171.00,4.10,
26.4302,173.178,171.00,4.00,
26.4837,173.484,171.00,4.00,
26.5321,173.807,172.00,4.10,
26.5515,174.148,172.00,4.10,
26.6302,174.505,173.00,4.10,
26.6836,174.879,173.00,4.10,
26.7301,175.269,173.00,4.10,
26.7837,175.674,173.00,4.10,
26.8341,176.093,173.00,4.10,
26.8836,176.526,173.00,4.10,
26.9301,176.972,174.00,4.10,
26.9837,177.428,174.00,4.10,
27.0301,177.895,175.00,4.10,
27.0837,178.371,175.00,4.10,
27.1320,178.854,176.00,4.10,
27.1837,179.343,176.00,4.10,
27.2301,179.837,177.00,4.10,
27.2837,180.333,177.00,4.10,
27.3282,180.830,177.00,4.10,
27.3837,181.327,177.00,4.10,
27.4341,181.822,178.00,4.10,
27.4837,182.312,178.00,4.10,
27.5282,182.796,179.00,4.10,
27.5838,183.272,179.00,4.10,
27.6282,183.739,180.00,4.10,
27.6838,184.193,180.00,4.10,
27.7362,184.634,181.00,4.10,
27.7838,185.060,181.00,4.10,
27.8302,185.467,182.00,4.10,
27.8839,185.856,182.00,4.10,
27.9302,186.223,183.00,4.10,
27.9849,186.567,183.00,4.10,
28.0363,186.886,184.00,4.10,
28.0840,187.178,184.00,4.10,
28.1262,187.442,185.00,4.10,
28.1523,187.677,185.00,4.10,
28.2324,187.879,185.00,4.10,
28.2838,188.049,185.00,4.10,
28.3342,188.185,186.00,4.10,
28.3837,188.285,186.00,4.10,
28.4262,188.349,187.00,4.10,
28.4839,188.374,187.00,4.10,
28.5302,188.361,187.00,4.10,
28.5840,188.309,187.00,4.10,
28.6343,188.216,188.00,4.10,
28.6838,188.082,188.00,4.10,
28.7305,187.907,188.00,4.10,
28.7512,187.690,188.00,4.10,
28.8306,187.431,188.00,4.10,
28.8840,187.130,188.00,4.10,
28.9363,186.788,188.00,4.10,
28.9839,186.403,188.00,4.10,
29.0264,185.978,188.00,4.10,
29.0512,185.511,188.00,4.10,
29.1283,185.004,187.00,4.10,
29.1529,184.457,187.00,4.10,
29.2384,183.872,187.00,4.20,
29.2842,183.250,187.00,4.20,
29.3286,182.591,186.00,4.20,
29.3517,181.897,186.00,4.20,
29.4302,181.169,185.00,4.10,
29.4838,180.409,185.00,4.10,
29.5384,179.619,184.00,4.20,
29.5840,178.800,184.00,4.20,
29.6265,177.955,183.00,4.20,
29.6839,177.084,183.00,4.20,
29.7303,176.191,181.00,4.20,
29.7515,175.278,181.00,4.20,
29.8366,174.346,180.00,4.20,
29.8527,173.399,180.00,4.20,
29.9305,172.438,178.00,4.20,
29.9509,171.467,178.00,4.20,
30.0305,170.487,176.00,4.30,
30.0841,169.501,176.00,4.30,
30.1345,168.512,175.00,4.40,
30.1840,167.522,175.00,4.40,
30.2283,166.535,173.00,4.20,
30.2528,165.552,173.00,4.20,
30.3305,164.577,171.00,4.10,
30.3839,163.612,171.00,4.10,
30.4323,162.660,169.00,4.20,
30.4838,161.723,169.00,4.20,
30.5283,160.804,167.00,4.30,
30.5839,159.905,167.00,4.30,
30.6305,159.029,165.00,4.30,
30.6530,158.179,165.00,4.30,
30.7344,157.357,163.00,4.30,
30.7841,156.564,163.00,4.30,
30.8304,155.803,161.00,4.40,
30.8514,155.077,161.00,4.40,
30.9304,154.386,160.00,4.30,
30.9506,153.734,160.00,4.30,
31.0363,153.121,158.00,4.20,
31.0840,152.549,158.00,4.20,
31.1285,152.020,157.00,4.20,
31.1526,151.535,157.00,4.20,
31.2284,151.094,155.00,4.10,
31.2841,150.700,155.00,4.10,
31.3386,150.353,154.00,4.20,
31.3520,150.053,154.00,4.20,
31.4264,149.802,153.00,4.30,
31.4839,149.599,153.00,4.30,
31.5303,149.444,152.00,4.20,
31.5840,149.338,152.00,4.20,
31.6343,149.281,151.00,4.20,
31.6840,149.272,151.00,4.20,
31.7285,149.310,150.00,4.20,
31.7841,149.395,150.00,4.20,
31.8285,149.526,150.00,4.10,
31.8841,149.702,150.00,4.10,
31.9344,149.922,150.00,4.20,
31.9508,150.184,150.00,4.20,
32.0325,150.487,150.00,4.10,
32.0514,150.829,150.00,4.10,
32.1307,151.209,150.00,4.20,
32.1842,151.623,150.00,4.20,
32.2345,152.071,150.00,4.10,
32.2525,152.550,150.00,4.10,
32.3305,153.057,151.00,4.10,
32.3843,153.590,151.00,4.10,
32.4287,154.146,151.00,4.10,
32.4839,154.722,151.00,4.10,
32.5344,155.316,152.00,4.20,
32.5848,155.925,152.00,4.20,
32.6284,156.546,153.00,4.10,
32.6840,157.174,153.00,4.10,
32.7266,157.809,154.00,4.10,
32.7841,158.445,154.00,4.10,
32.8365,159.080,155.00,4.10,
32.8841,159.711,155.00,4.10,
32.9286,160.334,156.00,4.20,
32.9840,160.946,156.00,4.20,
33.0254,161.544,157.00,4.10,
33.0839,162.124,157.00,4.10,
33.1366,162.684,158.00,4.10,
33.1840,163.219,158.00,4.10,
33.2285,163.727,159.00,4.10,
33.2841,164.205,159.00,4.10,
33.3305,164.649,161.00,4.10,
33.3841,165.057,161.00,4.10,
33.4346,165.426,162.00,4.20,
33.4841,165.753,162.00,4.20,
33.5285,166.035,163.00,4.20,
33.5839,166.270,163.00,4.20,
33.6284,166.456,164.00,4.20,
33.6841,166.590,164.00,4.20,
33.7345,166.669,165.00,4.10,
33.7841,166.693,165.00,4.10,
33.8305,166.660,165.00,4.10,
33.8841,166.567,165.00,4.10,
33.9285,166.413,166.00,4.20,
33.9843,166.198,166.00,4.20,
34.0365,165.919,166.00,4.20,
34.0841,165.577,166.00,4.20,
34.1306,165.170,166.00,4.20,
34.1843,164.698,166.00,4.20,
34.2285,164.161,166.00,4.20,
34.2530,163.559,166.00,4.20,
34.3366,162.891,166.00,4.30,
34.3842,162.159,166.00,4.30,
34.4307,161.363,165.00,4.30,
34.4843,160.504,165.00,4.30,
34.5267,159.583,164.00,4.40,
34.5841,158.600,164.00,4.40,
34.6384,157.558,163.00,4.20,
34.6517,156.458,163.00,4.20,
34.7285,155.301,161.00,4.20,
34.7841,154.091,161.00,4.20,
34.8268,152.829,159.00,4.40,
34.8507,151.518,159.00,4.40,
34.9367,150.159,158.00,4.40,
34.9522,148.757,158.00,4.40,
35.0305,147.313,156.00,4.40,
35.0841,145.831,156.00,4.40,
35.1305,144.315,153.00,4.30,
35.1517,142.767,153.00,4.30,
35.2346,141.191,151.00,4.30,
35.2507,139.590,151.00,4.30,
35.3306,137.969,148.00,4.30,
35.3844,136.331,148.00,4.30,
35.4306,134.680,145.00,4.40,
35.4528,133.020,145.00,4.40,
35.5368,131.355,142.00,4.50,
35.5841,129.689,142.00,4.50,
35.6266,128.026,138.00,4.50,
35.6505,126.370,138.00,4.50,
35.7305,124.726,135.00,4.50,
35.7842,123.097,135.00,4.50,
35.8346,121.488,131.00,4.60,
35.8844,119.903,131.00,4.60,
35.9267,118.345,128.00,4.60,
35.9523,116.819,128.00,4.60,
36.0287,115.329,126.00,4.50,
36.0521,113.879,126.00,4.50,
36.1386,112.471,122.00,4.40,
36.1842,111.111,122.00,4.40,
36.2306,109.801,120.00,4.40,
36.2843,108.545,120.00,4.40,
36.3286,107.345,117.00,4.40,
36.3842,106.206,117.00,4.40,
36.4366,105.130,114.00,4.40,
36.4513,104.120,114.00,4.40,
36.5266,103.178,112.00,4.50,
36.5510,102.307,112.00,4.50,
36.6287,101.509,108.00,4.50,
36.6511,100.786,108.00,4.50,
36.7345,100.140,106.00,4.70,
36.7840,99.571,106.00,4.70,
36.8265,99.083,104.00,4.60,
36.8523,98.675,104.00,4.60,
36.9286,98.349,102.00,4.40,
36.9842,98.104,102.00,4.40,
37.0348,97.943,101.00,4.30,
37.0527,97.864,101.00,4.30,
37.1305,97.867,100.00,4.30,
37.1842,97.953,100.00,4.30,
37.2287,98.120,99.00,4.40,
37.2843,98.367,99.00,4.40,
37.3368,98.694,99.00,4.50,
37.3844,99.100,99.00,4.50,
37.4287,99.582,99.00,4.40,
37.4845,100.138,99.00,4.40,
37.5288,100.767,99.00,4.30,
37.5532,101.467,99.00,4.30,
37.6347,102.234,99.00,4.30,
37.6843,103.067,99.00,4.30,
37.7286,103.962,100.00,4.20,
37.7842,104.915,100.00,4.20,
37.8286,105.925,101.00,4.30,
37.8842,106.987,101.00,4.30,
37.9367,108.097,102.00,4.30,
37.9845,109.252,102.00,4.30,
38.0289,110.447,104.00,4.30,
38.0844,111.680,104.00,4.30,
38.1287,112.944,105.00,4.30,
38.1507,114.237,105.00,4.30,
38.2388,115.553,108.00,4.20,
38.2532,116.889,108.00,4.20,
38.3289,118.238,110.00,4.20,
38.3534,119.598,110.00,4.20,
38.4309,120.962,113.00,4.10,
38.4518,122.326,113.00,4.10,
38.5369,123.686,116.00,4.10,
38.5847,125.037,116.00,4.10,
38.6269,126.374,118.00,4.10,
38.6528,127.692,118.00,4.10,
